#CODE	ENGLISH
no_hunting_parties_7	Hunting Parties
no_hunting_parties_8	Hunting Parties
no_hunting_parties_desc	Regular hunting activities are arranged in the region.
no_riding_contests_1	Riding Contests
no_riding_contests_2	Riding Contests
no_riding_contests_3	Riding Contests
no_riding_contests_4	Riding Contests
no_riding_contests_5	Riding Contests
no_riding_contests_6	Riding Contests
no_riding_contests_7	Riding Contests
no_riding_contests_8	Riding Contests
no_riding_contests_desc	A competition to bring forth the fastest riders.
no_yam_1	Yam
no_yam_2	Yam
no_yam_3	Yam
no_yam_4	Yam
no_yam_5	Yam
no_yam_6	Yam
no_yam_7	Yam
no_yam_8	Yam
no_yam_desc	Checkpoints for a fast messenger system giving supplies and fresh horses to allow messengers to travel huge distances every day.
no_baghatur_council_1	Baghatur Council
no_baghatur_council_2	Baghatur Council
no_baghatur_council_3	Baghatur Council
no_baghatur_council_4	Baghatur Council
no_baghatur_council_5	Baghatur Council
no_baghatur_council_6	Baghatur Council
no_baghatur_council_7	Baghatur Council
no_baghatur_council_8	Baghatur Council
no_baghatur_council_desc	The most proven heroes of the realm gather to discuss everything from politics to tactics.
no_cattle_pens_1	Cattle Pens
no_cattle_pens_2	Cattle Pens
no_cattle_pens_3	Cattle Pens
no_cattle_pens_4	Cattle Pens
no_cattle_pens_5	Cattle Pens
no_cattle_pens_6	Cattle Pens
no_cattle_pens_7	Cattle Pens
no_cattle_pens_8	Cattle Pens
no_cattle_pens_desc	The cattle livestock provides meat and works as pack animals.
no_meat_preserver_1	Meat Preserver
no_meat_preserver_2	Meat Preserver
no_meat_preserver_3	Meat Preserver
no_meat_preserver_4	Meat Preserver
no_meat_preserver_5	Meat Preserver
no_meat_preserver_6	Meat Preserver
no_meat_preserver_7	Meat Preserver
no_meat_preserver_8	Meat Preserver
no_meat_preserver_desc	Dried meat work as effective field rations for the armies.
no_harbor_1	Harbor
no_harbor_2	Harbor
no_harbor_3	Harbor
no_harbor_4	Harbor
no_harbor_5	Harbor
no_harbor_6	Harbor
no_harbor_7	Harbor
no_harbor_8	Harbor
no_harbor_desc	A harbor village allowing small transport and trade ships to dock and be maintained.
no_fishing_village_1	Fishing Village
no_fishing_village_2	Fishing Village
no_fishing_village_3	Fishing Village
no_fishing_village_4	Fishing Village
no_fishing_village_5	Fishing Village
no_fishing_village_6	Fishing Village
no_fishing_village_7	Fishing Village
no_fishing_village_8	Fishing Village
no_fishing_village_desc	Fishers use the nearby water to provide an additional source of food.
no_felt_crafter_1	Felt Crafter
no_felt_crafter_2	Felt Crafter
no_felt_crafter_3	Felt Crafter
no_felt_crafter_4	Felt Crafter
no_felt_crafter_5	Felt Crafter
no_felt_crafter_6	Felt Crafter
no_felt_crafter_7	Felt Crafter
no_felt_crafter_8	Felt Crafter
no_felt_crafter_desc	Turning the wool into felt for use in clothes or the construcion of tents.
no_composite_bow_crafter_1	Composite Bow
no_composite_bow_crafter_2	Composite Bow
no_composite_bow_crafter_3	Composite Bow
no_composite_bow_crafter_4	Composite Bow
no_composite_bow_crafter_5	Composite Bow
no_composite_bow_crafter_6	Composite Bow
no_composite_bow_crafter_7	Composite Bow
no_composite_bow_crafter_8	Composite Bow
no_composite_bow_crafter_desc	Crafted from bamboo, horn and sinew, small composite bows are agile enough to be used effectively on horseback.
no_lamellar_armor_crafter_1	Lamellar Armor Crafter
no_lamellar_armor_crafter_2	Lamellar Armor Crafter
no_lamellar_armor_crafter_3	Lamellar Armor Crafter
no_lamellar_armor_crafter_4	Lamellar Armor Crafter
no_lamellar_armor_crafter_5	Lamellar Armor Crafter
no_lamellar_armor_crafter_6	Lamellar Armor Crafter
no_lamellar_armor_crafter_7	Lamellar Armor Crafter
no_lamellar_armor_crafter_8	Lamellar Armor Crafter
no_lamellar_armor_crafter_desc	Rectangular leather pieces are laced together to form a sturdy armor.
no_ger_crafter_1	Ger Crafter
no_ger_crafter_2	Ger Crafter
no_ger_crafter_3	Ger Crafter
no_ger_crafter_4	Ger Crafter
no_ger_crafter_5	Ger Crafter
no_ger_crafter_6	Ger Crafter
no_ger_crafter_7	Ger Crafter
no_ger_crafter_8	Ger Crafter
no_ger_crafter_desc	The majority of the residences in the steppe consists of felt huts known as gers.
no_camel_breeder_1	Camel Breeder
no_camel_breeder_2	Camel Breeder
no_camel_breeder_3	Camel Breeder
no_camel_breeder_4	Camel Breeder
no_camel_breeder_5	Camel Breeder
no_camel_breeder_6	Camel Breeder
no_camel_breeder_7	Camel Breeder
no_camel_breeder_8	Camel Breeder
no_camel_breeder_desc	The camel breeder makes sure that there is a steady supply of sturdy camels.
no_minority_shrine_1	Minority Shrines
no_minority_shrine_2	Minority Shrines
no_minority_shrine_3	Minority Shrines
no_minority_shrine_4	Minority Shrines
no_minority_shrine_5	Minority Shrines
no_minority_shrine_6	Minority Shrines
no_minority_shrine_7	Minority Shrines
no_minority_shrine_8	Minority Shrines
no_minority_shrine_desc	These shrines gives the oppotunity for people to worship deities of different religions.
no_gathering_hall_1	Clan Gathering Hall
no_gathering_hall_2	Clan Gathering Hall
no_gathering_hall_3	Clan Gathering Hall
no_gathering_hall_4	Clan Gathering Hall
no_gathering_hall_5	Clan Gathering Hall
no_gathering_hall_6	Clan Gathering Hall
no_gathering_hall_7	Clan Gathering Hall
no_gathering_hall_8	Clan Gathering Hall
no_gathering_hall_desc	A meeting place for the different clans in the nomad realm to discuss various internal affairs.
no_airag_producer_1	Airag Producer
no_airag_producer_2	Airag Producer
no_airag_producer_3	Airag Producer
no_airag_producer_4	Airag Producer
no_airag_producer_5	Airag Producer
no_airag_producer_6	Airag Producer
no_airag_producer_7	Airag Producer
no_airag_producer_8	Airag Producer
no_airag_producer_desc	A mild alcoholic beverage derived from mare's milk.
no_minter_1	Minter
no_minter_2	Minter
no_minter_3	Minter
no_minter_4	Minter
no_minter_5	Minter
no_minter_6	Minter
no_minter_7	Minter
no_minter_8	Minter
no_minter_desc	The local minting of coins allows more trade to be conducted in the county.
no_camp_fortifications_1	Camp Fortifications
no_camp_fortifications_2	Camp Fortifications
no_camp_fortifications_3	Camp Fortifications
no_camp_fortifications_4	Camp Fortifications
no_camp_fortifications_5	Camp Fortifications
no_camp_fortifications_6	Camp Fortifications
no_camp_fortifications_7	Camp Fortifications
no_camp_fortifications_8	Camp Fortifications
no_camp_fortifications_desc	Small barricades have been errected around the camp to protect it from bandits and raiders.
no_elephant_camp_1	Elephant Camp
no_elephant_camp_2	Elephant Camp
no_elephant_camp_3	Elephant Camp
no_elephant_camp_4	Elephant Camp
no_elephant_camp_5	Elephant Camp
no_elephant_camp_6	Elephant Camp
no_elephant_camp_7	Elephant Camp
no_elephant_camp_8	Elephant Camp
no_elephant_camp_desc	In the camp elephants are prepared to take part in military campaigns.
STAT_VASSAL_LIMIT_DESC	Your vassal limit indicates how many direct vassals you can have at count tier or higher, excluding nomad clans. Having too many direct vassals will negatively affect the amount of taxes and levies you get from your vassals, and you might lose the grip of your vassals upon death.
ENDGAME_TEXT_NOMADIC	You have become the ruler of a Nomadic realm and are therefore no longer allowed to continue playing.
TT_BUILD_TRIBAL_HOLDINGS	All empty demesne counties will get a §YTribal holding§!\n
TT_NEW_KHAN	Becomes the new Khan of §Y[PrevPrev.GetName]§!\n
TT_KHAN_INDEPENDENCE	Becomes independent from §Y[Prev.GetName]§!\n
adopt_tribalism	Settle as Tribe
adopt_tribalism_desc	I can choose to settle my tribe permanently.
nomad_adopt_feudalism	Settle as Feudal
nomad_adopt_feudalism_named	Settle as Feudal in [Root.GetName]
nomad_adopt_feudalism_desc	I can choose to leave behind my nomad way of life and become a Feudal ruler.
CHRONICLE_ADOPTED_TRIBALISM	[From.GetDynName] settled as a tribe in [From.GetHerHis] domains, leaving their old nomad life behind them.
CHRONICLE_ADOPTED_IQTA	[From.GetDynName] adopted an Iqta system in [From.GetHerHis] domains, abandoning the old tribal ways.
CHRONICLE_NOMAD_ADOPTED_FEUDALISM	[From.GetDynName] adopted a feudal system in [From.GetHerHis] domains, leaving their old nomad life behind them.
CHRONICLE_NOMAD_ADOPTED_IQTA	[From.GetDynName] adopted an Iqta system in [From.GetHerHis] domains, leaving their old nomad life behind them.
realm_has_fewer_holdings_than	Has fewer than §Y$NUM$§! $TYPE$s in realm
realm_has_more_holdings_than	Has at least §Y$NUM$§! $TYPE$s in realm
has_fewer_holdings_than	Has fewer than §Y$NUM$§! $TYPE$s in demesne
has_more_holdings_than	Has at least §Y$NUM$§! $TYPE$s in demesne
EMPTY_PROVINCE	Empty Province
HOLDING_DIFF_LOWER_THAN	Fewer than §Y$VAL$§! §Y$FIRST_TYPE$s§! in $FIRST_LOCATION$ per §Y$SECOND_TYPE$s§! in $SECOND_LOCATION$ (currently $FIRST_VAL$/$SECOND_VAL$ §Y$FIRST_TYPE$s§!)
HOLDING_DIFF_AT_LEAST	At least §Y$VAL$§!% more §Y$FIRST_TYPE$s§! in $FIRST_LOCATION$ per §Y$SECOND_TYPE$s§! in $SECOND_LOCATION$ (currently $FIRST_VAL$/$SECOND_VAL$ §Y$FIRST_TYPE$s§!)
SUB_REALM	Sub-realm
EVTNAMEHL1	A New Realm
#EVTDESCHL1	The King of the [FromFrom.Culture.GetName]s, [FromFrom.GetBestName], has decided to settle down in [FromFrom.PrimaryTitle.GetName], making it [FromFrom.GetHerHis] new homeland.
EVTNAMEHL2	Nomads Settled
EVTDESCHL2	The King of the [FromFrom.Culture.GetName]s, [FromFrom.GetBestName], has decided to settle down in [FromFrom.PrimaryTitle.GetName], making it [FromFrom.GetHerHis] new tribal homeland.
APPOINT_COMMANDER_INTERACTION_LETTER	We've decided to offer you the position of commander, do you accept?
RESIGN_COMMANDER_INTERACTION_LETTER	We have decided to revoke your title as commander.
IS_NOT_MARSHAL	§Y$RECIPIENT$§W must not already be a $MARSHAL$.
adopt_faith	Adopt Religion
#adopt_faith_desc	Converting to [Root.Religion.GetName] would bring your clans closer.
recently_adopted_faith_tooltip	Has not adopted the faith of another clan in 10 years\n
ABSORB_CLAN_INTERACTION_TITLE	Absorb Clan
#ABSORB_CLAN_INTERACTION_DESC	Absorb the §Y[Recipient.Clan.GetName]§! Clan.
#ABSORB_CLAN_INTERACTION_LONG_DESC	Absorbing a Clan will help you grow in power, but other Clans might see this as a threat.
ABSORB_CLAN_INTERACTION_ACCEPT_SETUP	Clan Absorbed
ABSORB_CLAN_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§! absorbed the §Y[Recipient.GetOnlyDynastyName]§! clan from §Y[Recipient.GetBestName]§!
ABSORB_CLAN_INTERACTION_DECLINE_SETUP	Clan Absorption Refused
ABSORB_CLAN_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§! refused the absorption of the §Y[Recipient.Clan.GetName]§! clan, requested by §Y[Actor.GetBestName]§!
ABSORB_CLAN_INTERACTION_0	This will lower §Y[Recipient.GetTitledFirstName]§!'s opinion of you by §R$VAL$§!.
ABSORB_CLAN_INTERACTION_1	[Recipient.GetHerHis] Blood Brother §Y$BLOOD_BROTHER$§!'s Clan Sentiment towards you will also be lowered by §R$VAL$§!.
ABSORB_CLAN_INTERACTION_2	Other clan vassals will see this as a tyrannical act, decreasing their Sentiment towards you by §R$VAL$§!.
ABSORB_CLAN_INTERACTION_3	Other clan vassals will not mind, as they think there are too many clans in the realm.
opinion_absorbed_my_clan	Absorbed my Clan
EVTDESC503	I humbly accept your decision to absorb the [From.GetOnlyDynastyName] Clan, though it grieves me deeply.
EVTDESC504	I will not allow you to steal my people without a fight! You are no longer my Khan.
LIEGE_ENDED_OTHER_WAR_PARTICIPATION_SETUP	Liege ended war participation
LIEGE_ENDED_OTHER_WAR_SETUP	Liege ended war
ASK_FOR_CLAIM_INTERACTION_ACCEPT_SETUP	Request for claim was Accepted
SET_TITLE_ADVENTURER_EFFECT	§Y$TITLE$§! becomes an adventurer title.\n
UNSET_TITLE_ADVENTURER_EFFECT	§Y$TITLE$§! will no longer be an adventurer title.\n
SET_TITLE_LANDLESS_EFFECT	§Y$TITLE$§! becomes a temporary title.\n
UNSET_TITLE_LANDLESS_EFFECT	§Y$TITLE$§! will no longer be a temporary title.\n
LOOTING_FORBIDDEN_AGAINST_CHAR	Not allowed to loot §Y$CHAR$§!
HAS_FEUD_WITH	Has Feud with §Y$CLAN$§!
NOT_HAS_FEUD_WITH	Does NOT have Feud with §Y$CLAN$§!
MUST_BE_A_COMMANDER	§Y$FIRST_CHAR$§! must be one of §Y$SECOND_CHAR$'s§! Commanders
RESIGN_AS_COMMANDER_INTERACTION_TITLE	Resign As Commander
RESIGN_AS_COMMANDER_INTERACTION_DESC	Resign from your duty as a Commander
RESIGN_AS_COMMANDER_INTERACTION_LONG_DESC	To avoid injuries or in order to lead your own troops, it might be a good idea to Resign from your duty as a Commander.
RESIGN_AS_COMMANDER_INTERACTION_ACCEPT_SETUP	Commander Resigned
RESIGN_AS_COMMANDER_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§W has Resigned from [Actor.GetHerHis] duty as Commander.
RESIGN_AS_COMMANDER_INTERACTION_LETTER	I have decided to step down as your Commander.
MINOR_TITLES	Minor Titles
allowed_to_hold	Holder Conditions
CLAN_OPINION_LOWER_THAN	Clan Sentiment lower than 
CLAN_OPINION_AT_LEAST	Clan Sentiment of at least 
CLAN_OPINION_DIFF_LOWER_THAN	Clan Sentiment difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!
CLAN_OPINION_DIFF_AT_LEAST	Clan Sentiment difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!
alert_available_minor_title_instant	§YSpecial Minor Titles Grantable§!
alert_available_minor_title_delayed	The following Special Minor Titles can be granted:\n$LIST$
title_commander_desc	§YCommanders§! are the only ones after the §YMarshal§! and the ruler who are allowed to command armies.
NUM_OF_FEUDS_LESS	Less than §Y$VAL$§W Feuds.
NUM_OF_FEUDS_AT_LEAST	At least §Y$VAL$§W Feuds.
CLANS	Clans
EVTNAMEHL11	Clan Adopted your Faith
EVTDESCHL11	[FromFrom.GetBestName], leader of the [FromFrom.Clan.GetName] Clan, has adopted our religion.
EVTNAMEHL9	Clan Adopted another Faith
EVTDESCHL9	[FromFrom.GetBestName], leader of the [FromFrom.Clan.GetName] Clan, has adopted the faith of [From.GetFirstName] and become [From.Religion.GetName].
convert_fort_to_city_named	Upgrade the Fort of [Root.GetName] to a City
convert_fort_to_castle_named	Upgrade the Fort of [Root.GetName] to a Castle
convert_fort_to_temple_named	Upgrade the Fort of [Root.GetName] to a Temple
convert_fort_to_tribal_named	Upgrade the Fort of [Root.GetName] to a Tribal Holding
FORM_BLOOD_OATH_INTERACTION_ACCEPT_SETUP	Blood Oath Formed
FORM_BLOOD_OATH_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§W has Formed a Blood Oath with [Recipient.GetBestName].
FORM_BLOOD_OATH_INTERACTION_DECLINE_SETUP	Blood Oath offer Refused
FORM_BLOOD_OATH_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§W refused to form a Blood Oath with [Actor.GetBestName].
FORM_BLOOD_OATH_INTERACTION_LETTER	I propose we form a Blood Oath to help each other throughout our lifespan.
AI_AMBITION_LESS_THAN	AI Ambition less than 
AI_AMBITION_AT_LEAST	AI Ambition at least 
AI_HONOR_LESS_THAN	AI Honor less than 
AI_HONOR_AT_LEAST	AI Honor at least 
AI_RATIONALITY_LESS_THAN	AI Rationality less than 
AI_RATIONALITY_AT_LEAST	AI Rationality at least 
AI_GREED_LESS_THAN	AI Greed less than 
AI_GREED_AT_LEAST	AI Greed at least 
AI_ZEAL_LESS_THAN	AI Zeal less than 
AI_ZEAL_AT_LEAST	AI Zeal at least 
AIREASON_CLAN_OPINION	Clan Sentiment of §Y[Clan.GetName]§!
AIREASON_MY_KHAN	My Khan
AIREASON_BLOOD_BROTHER	[GetTitledFirstName] is my Blood Brother
AIREASON_FEUD	At feud with [GetTitledFirstName]
clan_opinion_absorbed_clan	Absorbed Clan
clan_opinion_absorbed_blood_brother_clan	Absorbed the Clan of my Blood Brother
clan_opinion_absorbed_my_clan	Tried to Absorb My Clan
SETTLE_FEUD_INTERACTION_TITLE	Settle Feud
#SETTLE_FEUD_INTERACTION_DESC	Attempt to reconcile with the [Recipient.Clan.GetName].
#SETTLE_FEUD_INTERACTION_LONG_DESC	Attempt to reconcile with the [Recipient.Clan.GetName].
SETTLE_FEUD_INTERACTION_ACCEPT_SETUP	Feud Settled
SETTLE_FEUD_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§W Settled the Feud with the [Recipient.Clan.GetName].
SETTLE_FEUD_INTERACTION_DECLINE_SETUP	Settle Feud Offer Declined
SETTLE_FEUD_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§W refused to Settle the Feud with the [Actor.Clan.GetName].
SETTLE_FEUD_INTERACTION_LETTER	[Actor.GetBestName] has sent a messenger bringing luxurious gifts in hopes that these extravagencies shall make me forget the conflict between the [Actor.Clan.GetName] and the [Recipient.Clan.GetName].
EVTDESC507	The feud has finally come to an end and our people can again know peace.
EVTOPTA507	At last!
EVTDESC508	The [From.Clan.GetName] are stubborn and refuses to put our issues behind us.
EVTOPTA508	They are a simple people...
AIREASON_OTHER_FEUDS	Have Other Feuds
NUM_OF_TITLES_IN_REALM_LESS	Less than §Y$VAL$§W $TIER$ titles in realm.
NUM_OF_TITLES_IN_REALM_LEAST	At least §Y$VAL$§W $TIER$ titles in realm.
NUM_OF_TITLES_IN_REALM_LESS_2	Less than §Y$VAL$§W titles in realm.
NUM_OF_TITLES_IN_REALM_LEAST_2	At least §Y$VAL$§W titles in realm.
LOOTING_BLOOD_BROTHER	Cannot raid our Blood Brothers.
SPLIT_CLAN_INTERACTION_TITLE	Split Clan
SPLIT_CLAN_INTERACTION_DESC	Split the §Y[Recipient.Clan.GetName]§!.
SPLIT_CLAN_INTERACTION_LONG_DESC	Splitting Clans is a good way to keep your Clan vassals weak. Creating too many Clans however will make them upset about the competition. The new Clan will appreciate the power given to them and be loyal to you, for a while..
SPLIT_CLAN_INTERACTION_ACCEPT_SETUP	Clan Splitted
SPLIT_CLAN_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§! splitted the §Y[Recipient.Clan.GetName]§! clan.
SPLIT_CLAN_INTERACTION_DECLINE_SETUP	Clan Splitting Refused
SPLIT_CLAN_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§! refused the splitting of the §Y[Recipient.Clan.GetName]§! clan, requested by §Y[Actor.GetBestName]§!
SPLIT_CLAN_INTERACTION_0	Split the §Y[Recipient.Clan.GetName]§! and give §Y$TITLE$§! to a new Clan.
SPLIT_CLAN_INTERACTION_1	This will lower §Y[Recipient.GetTitledFirstName]§!'s Clan Sentiment of you by §R$VAL$§!.
SPLIT_CLAN_INTERACTION_2	[Recipient.GetHerHis] Blood Brother §Y$BLOOD_BROTHER$§!'s Clan Sentiment towards you will also be lowered by §R$VAL$§!.
SPLIT_CLAN_INTERACTION_3	All clan vassals will become upset as there is already enough clans in the realm, decreasing their Sentiment towards you by §R$VAL$§!.
SPLIT_CLAN_INTERACTION_4	Other clan vassals will not mind, as they do not think there are too many clans in the realm.
EVTDESC509	I humbly accept your decision to split my Clan, though it grieves me deeply.
EVTDESC510	I will not allow you to steal my people without a fight! You are no longer my Khan.
#clan_opinion_splitted_blood_brother_clan	Splitted the Clan of my Blood Brother
#clan_opinion_splitted_my_clan	Splitted My Clan
clan_opinion_created	Loyal Clan
INTERACTION_REQUIRES_NOT_BLOOD_BROTHER	§Y[Recipient.GetTitledFirstName]§! is not Blood Brother of §Y[Actor.GetTitledFirstName]§!
INTERACTION_REQUIRES_NOT_FEUD	§Y[Recipient.GetTitledFirstName]§! is not at Feud with §Y[Actor.GetTitledFirstName]§!
INTERACTION_REQUIRES_RECIPIENT_IS_ACTOR_OR_RECIPIENT_MOST_POPULOUS_VASSAL	Can only be used against self or the most Populous Clan vassal
INTERACTION_REQUIRES_VALID_EMPTY_PROVINCE	§Y[Recipient.GetTitledFirstName]§! must have a valid county without a capital settlement to take
alert_over_clan_limit_instant	§YOver Clan Limit§!
alert_over_clan_limit_delayed	You have §R$NUM$§!/§Y$MAX$§! Clans, giving you a Clan Sentiment penalty towards all Clan vassals.
alert_over_clan_limit_name	Over Clan Limit
#CLAN_SIZE	Desired Clan Size
TOTAL_POPULATION_DESC	§YTotal Population in Realm§!
#CLAN_SIZE_DESC	The Desired Clan Size is determined by the size of the realm. Having too many clans will negatively affect the Clan Sentiment of all vassal clans towards their liege. Being too far below the Desired Clan Size will put the Khan at the risk of a Clan Revolt. When the Maximum Possible Clan Size has been reached, you can no longer use the Split Clan interaction and any subjugated Nomad will become a Tribal ruler instead.
#CLAN_LIMIT_FORMULA	Desired Clan Size Formula
alert_too_few_clans_instant	§YClans Want More Land§!
alert_too_few_clans_delayed	You hold too much land compared to the other Clans. Hand out §Y$NUM$§! counties or you might face revolts from the existing Clans as it negatively affects their §YClan Sentiment§! of you. You can also face a §YMinor Clan Rising§! revolt to seize its rightful position among the major Clans...
alert_too_few_clans_name	Clans Want More Land
#MIN_CLAN_LIMIT_FORMULA	Minimum Clan Size Formula
#MIN_CLAN_LIMIT	Minimum Clan Size
MAX_CLAN_LIMIT	Maximum Possible Clans
SPLIT_CLAN_INTERACTION_LETTER	I have decided to revoke the lands of [ThirdPartyTitle.GetFullName] and give it to a new clan. Failure to hand it over peacefully will lead to war.
ABSORB_CLAN_INTERACTION_LETTER	I have decided to seize your lands and merge your clan with mine. Failure to hand over your lands peacefully will lead to war.
MODIFIER_RETINUE_MAINTENENCE_COST	Retinue Maintenence Cost
MODIFIER_HORDE_MAINTENENCE_COST	Horde Maintenence Cost
MODIFIER_CLAN_SENTIMENT	Clan Sentiment
CAPITAL_AT_TRADE_POST_MODIFIER	In Capital
CAPITAL_ADJACADENT_TO_TRADE_POST_MODIFIER	Adjacadent to Capital
nomad_horse_offensive_modifier	Capital is in a Steppe, Desert or Plains county
nomad_horse_defensive_modifier	Capital is in a Mountains, Hills or Arctic county
MODIFIER_GLOBAL_WINTER_SUPPLY	Global Winter Supply
BUILDING_ACTIVE	This building is only active while
CAPITAL_AT_HOLY_SITE	Capital at $RELIGION$ Holy Site: §G+$VALUE$§!
COMMANDER_LIMIT	Commander Limit: §Y$LIMIT$§!
RULER_HAS_MOVED_CAPITAL_RECENTLY	§Y[GetTitledFirstName]§! is not allowed to move the capital again in $MONTHS$ months - unless it's back to the traditional capital of [PrimaryTitle.GetName].
CONFIRM_MAKE_CAPITAL_DESC	Are you sure you want to move your court to $PROVINCE$, making it your capital?
CONFIRM_MAKE_CAPITAL_DESC_0	$GOVERNMENT$ Rulers can only do this once in their lifetime.
CONFIRM_MAKE_CAPITAL_DESC_1	You will not be able to change capital again for $MONTHS$ months.
MOVED_CAPITAL_MONTHS_MULT	Capital Movement Delay Modifier
convert_fort_to_city_desc	I can upgrade the Fort of [Root.County.GetBaseName] to a prosperous City.
convert_fort_to_castle_desc	I can upgrade the Fort of [Root.County.GetBaseName] to a glorious Castle.
convert_fort_to_temple_desc	I can upgrade the Fort of [Root.County.GetBaseName] to a holy Temple.
convert_fort_to_tribal_desc	I can upgrade the Fort of [Root.County.GetBaseName] to a Tribal Holding.
NOMAD_CANNOT_MOVE_CAPITAL_TO_HOLDING	Nomads can only move their Capital to counties with an empty primary holding slot.
#MANPOWER_BREAKDOWN	Manpower Breakdown
INTERACTION_REQUIRES_RECIPIENT_NO_OCCUPIED_PROVINCES	§Y[Recipient.GetTitledFirstName]§! have no occupied provinces
#EMPTY_PROVINCES_IN_REALM	Empty Provinces in Realm
MAPMODE_TRADE_ZONES	§YTrade Zones§!
#MAPMODE_TRADE_ZONES_DESC	All Trade Zones, separated by their owner.
TRADEZONE_OWNER_REPUBLIC	This Trade Zone is owned by the §Y$FAMILY$§! Family of §YThe $REPUBLIC$§!
TRADEZONE_OWNER	This Trade Zone is owned by §Y$HOLDING$§!
tut_2c_9	Spymaster - Scheme, build spy network, study technology.
tut_2c_10	Court Chaplain - Proselytize, research cultural tech, improve religious relations.
#PROVINCE_EXTEND_DESC	Forts and Trade Posts
MAKE_CONSORT_INTERACTION_LONG_DESC	You can have up to three concubines in addition to your wife. Concubines are not truly married, but will bear their liege's legitimate children. A woman who is the prisoner of a ruler can be forced to become his concubine, even if she is already married.
TECH_DESC_NOMAD_CAPITAL	Advancements in your Capital Holding of $NAME$
SPREAD_FROM_NOMAD_CAPITAL	Nomad Capital Bonus
SPREAD_TO_NOMAD_CAPITAL	Province Bonus
TECH_GROWTH_NOMAD_CAPITAL_SETUP	Advancement in Nomad Capital
TECH_GROWTH_NOMAD_CAPITAL_LOG	Local knowledge of $TECH$ in $NAME$ increased to level §Y$LEVEL$§!
TECH_GROWTH_PROG_NOMAD_CAPITAL_SETUP	Advancement Progress in Nomad Capital
TECH_GROWTH_PROG_NOMAD_CAPITAL_LOG	Local progress of $TECH$ advancement in $NAME$ increased to §Y$PROG$§!
RULER_CANNOT_MOVE_CAPITAL_AT_WAR	You can only move your Capital during peacetime.
faction_overthrow	Overthrow Khan
faction_overthrow_title	Overthrow Khan
faction_overthrow_desc	Members desire §Y[From.GetBestName]§! as the new leader for the §Y[This.GetFullName]§!. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!
#CB_NAME_INSTALLKHAN	Install $ATTACKER$ as Khan of $SECOND$
WAR_NAME_INSTALLKHAN	Install $ATTACKER$ as Khan of $SECOND$
EVTDESC8210	You have shown yourself weak and I speak for all the clans when I say that it is time for you to hand over the bridle to someone more worthy.\n\nSigned,\n[From.GetTitledName]
EVTDESC8211	The weak Khan has agreed to our demands and have to surrender himself to us.
EVTDESC8212	A faction led by disgruntled Clan-Chiefs have ended without bloodshed as the previous Khan surrendered.
EVTDESC8213	I surrender myself to you [Root.GetTitledName] and only beg of you to have mercy upon me and my house...
EVTOPTA8213	Your clan has served us well, you shall live for now...
EVTOPTB8213	Cowards like you have no place among us!
NOMAD_TECH_LEECH	Tributary tech contribution
IMPRISON_INTERACTION_FORCED	Because of their different way of governance, none of your Clans will object to the imprisonment of this outsider.
EXECUTE_INTERACTION_FORCED	Because of their different way of governance, none of your Clans will object to the execution of this outsider.
EXILE_INTERACTION_FORCED	Because of their different way of governance, none of your Clans will object to the exile of this outsider.
PILLAGE_DESTROY_BUILDINGS	Pillaging this land will result in buildings being destroyed!\n
#burnt_the_land	Burned the Land
#recently_burnt_the_land	Recently Burned the Land
pillage_settlement	Pillage Holding
#pillage_settlement_desc	Pillage Holding
REVOKE_TITLE_INTERACTION_LARGE_NOMAD	Since this ruler has a larger realm than us we can revoke some of their land with just cause.
faction_overthrow_ultimatum	Overthrow Khan
faction_overthrow_ultimatum_desc	Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding [Root.Liege.GetHerHim] to step down from the throne and install you as the new khan. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.
