#CODE	ENGLISH
tribal_tax	Tribal Taxation
tribal_tax_desc	Tribes do not generate much gold, but their taxation can be adjusted by laws.
tribal_tax_0	No Tribal Tax
tribal_tax_0_desc	Tribes are exempt from taxes.
tribal_tax_1	Minimal Tribal Tax
tribal_tax_1_desc	Tribes are expected to make a small financial contribution to the greater good of the realm.
tribal_tax_2	Medium Tribal Tax
tribal_tax_2_desc	Tribes are expected to make a moderate financial contribution to the greater good of the realm.
tribal_tax_3	Large Tribal Tax
tribal_tax_3_desc	Tribes are expected to make a substantial financial contribution to the greater good of the realm.
HORDE_CANNOT_BUY_RET_ROOM	\nYou cannot create this Horde, your §YMaximum Manpower§! size has been reached.
CANNOT_BUY_RET_CURRENT_MANPOWER	\nYou cannot create this retinue, you do not have enough §YManpower§!.
INTERACTION_REQUIRES_COMMANDER	§Y[Actor.GetTitledFirstName]§! must have an available commander slot that §Y[Recipient.GetTitledFirstName]§! can hold
CLAN_FALLS_SETUP	Clan Falls
CLAN_FALLS_LOG	With the death of §Y$CLAN$§!, the mighty clan §Y$DYNASTY$§! has become extinct.
CLAN_RISES_SETUP	Clan Rises
CLAN_RISES_LOG	A new clan has risen in $TITLE_ADJ$, under §Y$CLAN$§!.
opinion_spared_at_blot	Spared at Blot
nomad	Nomad
EVTDESC_91377	My husband, [From.GetName], has in a sudden fit of religious piety gone off to join the [From.Liege.PrimaryTitle.GetName]. This effectively annuls our marriage...
GOOD_RIDDANCE	Good riddance!
EVTDESC_SoA_2862	My husband, [FromFromFrom.GetName], has gone off to join the [FromFromFrom.Liege.PrimaryTitle.GetName]. This effectively annuls our marriage...
EVTDESC_SoA_2863	My husband, [From.GetName], has gone off to join the [From.Liege.PrimaryTitle.GetName]. This effectively annuls our marriage...
LOOTING_ADVENTURER	Is an adventurer.
LOOTING_ADVENTURER_DESC	Any gold this unit loots will be added to its owner's treasury directly, since it is a raiding adventurer.
INTERACTION_GOVERNMENT_MUST_MARRY_REGULARLY	$GOVERNMENT$ characters cannot marry Matrilineally
HORDE_RETINUE_OF	Horde of $CHARACTER$
HORDE_RETINUES_NOT_REINFORCING	§YHorde is set to not reinforce.§!
HORDE_RETINUES_HALF_REINFORCING	§YHorde is set to reinforce at half speed.§!
HORDE_RETINUES_FULL_REINFORCING	§YHorde is set to reinforce at maximum speed.§!
HORDE_RETINUES_NOT_REINFORCING_BUTTON	§YSet Horde to not reinforce.§!
HORDE_RETINUES_HALF_REINFORCNIG_BUTTON	§YSet Horde to reinforce at half speed.§!
HORDE_RETINUES_FULL_REINFORCING_BUTTON	§YSet Horde to reinforce at maximum speed.§!
HORDE_MIL_RETINUES	Horde
HORDE_BUY_RETINUE	Create a §Y$NAME$§! horde, this will start out almost empty but reinforce up to the specified size.
HORDE_RETINUE_UPKEEP	Horde Upkeep
HORDE_CONFIRM_DISBAND_NO_RET	\nNo Horde will be disbanded.
HORDE_CONFIRM_DISBAND_RET	\n§RAll Horde troops will be disbanded!§!
HORDE_CANNOT_BUY_RET_WEALTH	\nYou cannot create this Horde, you cannot afford it.
HORDE_CREATE_RETINUE_EFFECT	$WHO$ gets a §Y$RETINUE$§! Horde
HORDE_CAN_BUY_RETINUE_TRIGGER_NOT	$WHO$ does not have at least §Y$NEED$§! unused manpower
HORDE_CAN_BUY_RETINUE_TRIGGER	$WHO$ has at least §Y$NEED$§! unused manpower
HORDE_RETINUE_EXPL	§YHorde§!\nThese numbers are the current size of your Horde and the maintenance you pay for it.
HORDE_RETINUE_EXPL_DEL	Your Horde is your personal professional and standing army ready to do as you order at all times. Your Horde is always on the map and reinforce slowly. The maximum number of Horde regiments you can field depends on your §YMaximum Manpower§!, which is determined by your §YMaximum Population§!.
RETINUE_EXPL_DEL	Your Retinue is your personal professional and standing army ready to do as you order at all times. Unlike Army Levies, retinues are always on the map and reinforce slowly. The maximum number of retinue regiments you can field depends on your §YMilitary Organization§! technology and the size of all the levies in your realm.
HORDE_SPLIT_RETINUES_OPTION	Split off Horde
nomadic_king	Khan
nomadic_emperor	Khagan
nomadic_empire	Khaganate
nomadic_empire_of	Khaganate of
nomadic_kingdom	Khanate
nomadic_kingdom_of	Khanate of
MAKE_TRIBUTARY_EFFECT	§Y$TRIBUTARY$§! becomes tributary of §Y$OVERLORD$§!.
REMOVE_TRIBUTARY_EFFECT	§Y$TRIBUTARY$§! stops being tributary of §Y$OVERLORD$§!.
CB_NAME_TRIBUTARY	Make Tributary
WAR_NAME_TRIBUTARY	$ORDER$$FIRST_ADJ$ War to Make $DEFENDER$ Pay Tribute
CB_NAME_FREE_TRIBUTARY	Free Tributary
CLAN_SATISFACTION_REASON	$CLAN$ holds only §R$EMPTY_HOLDINGS$§! empty holdings compared to liege's §Y$LIEGE_EMPTY_HOLDINGS$§!.
EMPTY_HOLDINGS_LIEGE_CAPITAL	Empty holdings in nomad capital are not included when calculating clan satisfaction.
EMPTY_HOLDINGS_BY_CLAN	§YEmpty Holdings by Clan§!:
TITLE_NOT_NOMAD	Title is not a Clan title
CLAN_NAME	$DYNASTY$ Clan
INTERACTION_TITLE_NOT_NOMAD	Title cannot be a clan title
WAR_NAME_FREE_TRIBUTARY	$ORDER$$FIRST_ADJ$ War to Free $ATTACKER$ from Suzerain
REMOVE_PREVIOUS_SUZERAIN	Remove any previous suzerain of §Y[This.GetTitledFirstName]§!\n
DISTANCE_FROM_REALM_LESS_THAN	Distance from realm less than 
DISTANCE_FROM_REALM_AT_LEAST	Distance from realm at least 
MAX_POPULATION_FORMULA	Maximum Population Formula
MAX_MANPOWER_FORMULA	Maximum Manpower Formula
EMPTY_HOLDINGS	Empty Holdings
alert_decadence_instant	§YDecadent Relatives§!
alert_decadence_delayed	You have decadent relatives. You should ask them to straighten up or in other ways take care of them.
HIGH_DECADENCE	Your dynasty is seen as hopelessly decadent. There is a risk of a massive revolt.
LOW_CLAN_SATISFACTION	The Clans in your realm are deeply dissatisfied with the current distribution of land. There is a risk of a Clan revolt.
silk_road	Silk Road
IS_ON_TRADE_ROUTE	Province is located on a major trade route
IS_PROVINCE_OWNER	Directly Owns Province
MODIFIER_TRADE_ROUTE_VALUE	Trade Route Income
CB_NAME_CLAN_REVOLT	Clan Revolt for [Title.GetBaseName]
WAR_NAME_CLAN_REVOLT	$ORDER$$ATTACKER$ Clan Revolt for $OTHER_TITLE$
clan_revolt_desc	Clan revolts can rise up if the clan satisfaction is too low, and will try to better distribute the lands in a nomadic realm.
CLAN_REVOLT	[Root.County.GetAdjective] Clan Revolt
MODIFIER_TRADE_ROUTE_WEALTH	Trade Route Wealth
tr_silk_road_1	Silk Road Trade Post
tr_silk_road_1_desc	This is a small but vibrant trading post on the Silk Road.
tr_silk_road_2	Silk Road Market
tr_silk_road_2_desc	This Silk Road trading post has grown into a large town, offering more protection against raiders and brigands and thus attracting more merchants who prefer to stay here and trade.
tr_silk_road_3	Major Silk Road City
tr_silk_road_3_desc	This is a major trading hub on the Silk Road, where merchants come from all directions to trade their wares. All goods and services known to civilized man can be found here, and a myriad of languages echo through the many streets and alleys.
EVTDESC_HL_210	Another clan has risen up in [From.GetName], reinforcing the ongoing revolt!
TRIBUTARY	Tributary
UNUSED_MANPOWER	Unused Manpower
#MAXIMUM_POPULATION	Maximum Population
RAISED_MANPOWER	Raised Manpower
MAXIMUM_MANPOWER	Maximum Manpower
#MONTHLY_POPULATION_GROWTH	Monthly Population Growth
#MONTHLY_POPULATION_DECLINE	Monthly Population Decline
MONTHLY_MANPOWER_GROWTH	Monthly Manpower Growth
MONTHLY_MANPOWER_DECLINE	Monthly Manpower Decline
TAXABLE	Taxable
ERA_CHAR_INFO_30809	Isabelle was born in 1212 in southern Italy as the only child of Maria de Montferrat, Queen of Jerusalem. Her mother died shortly after giving birth, and the newborn Isabelle was proclaimed Queen with her father Jean de Brienne acting as her regent. At the age of 13, Isabelle was wed to the Holy Roman Emperor Friedrich II, effectively being used as a pawn to encourage the Emperor to participate in the Fifth Crusade. The wedding saw the Emperor crowned King of Jerusalem and Isabelle’s father stripped of all his powers. Isabelle herself was kept in seclusion by her husband. She lost a baby daughter before herself dying while giving birth to her son Conrad in 1228. Shortly after her death, Friedrich finally embarked on the promised crusade.
ERA_CHAR_INFO_93052	Inheriting the Khwarezmian Empire after the death of his father, Mohammed was immediately faced with an invasion by the Ghurids. Several chaotic years of intermittent war between the Khwarezmids, Ghurids and the Kara-Khitans ensued. Mohammed was at one point taken prisoner and held captive in the Kara-Khitan Khanate for a year, but changing fortunes would see him come out on top against his enemies, and he eventually managed to conquer Samarkand, Balochistan and Afghanistan and declare himself Shah. His reign came to an end sooner than expected, however, as Genghis Khan and the Mongols entered the scene in 1218. Within two short years, the Mongols had overrun his domain and he died a fugitive on a small island in the Caspian Sea in 1220.
ERA_CHAR_INFO_170193	Mystery surrounds Iltutmish’s early years, though it is said he was named for an eclipse that occurred during his birth. He was sold into slavery at an early age, and eventually ended up being bought by Aibak, the ruler of Lahore. Aibak valued his new servant highly and kept giving Iltutmish increasing responsibilities and corresponding honors, eventually marrying him to his own daughter. When Aibak died in 1210, Iltutmish enjoyed strong support as he claimed the throne. Years of turmoil ensued as he fought off contenders and then strengthened his position. He subsequently managed to avoid open conflict with the Mongols, founding the Delhi Sultanate that was to last into the 16th century.
ERA_CHAR_INFO_125501	Temujin was born in Mongolia, the son of the leader of the Borjigin clan. He was only a child when his father died, and he and his mother were ostracized from the clan due to his young age and competing pretenders. Once he reached maturity, however, Temujin began to forge his own destiny. Over several decades, he increased his reputation and prestige among his people, and eventually led them in the successful conquest of all Mongolia. After this, he went on to conquer northern China, all of Central Asia and parts of Persia and the western steppes. He became recognized as one of the greatest conquerors in the history of humanity, and the Mongols would continue expanding on these conquests after his death.
HAS_LOWER_CLAN_SATISFACTION_THAN	Have lower Clan Satisfaction than 
HAS_HIGHER_CLAN_SATISFACTION_THAN	Have higher Clan Satisfaction than 
HAS_LOWER_MANPOWER_THAN	Have lower Manpower than 
HAS_HIGHER_MANPOWER_THAN	Have higher Manpower than 
HAS_LOWER_MAX_MANPOWER_THAN	Have lower Max Manpower than 
HAS_HIGHER_MAX_MANPOWER_THAN	Have higher Max Manpower than 
HAS_LOWER_MANPOWER_GROWTH_THAN	Have lower Manpower Growth than 
HAS_HIGHER_MANPOWER_GROWTH_THAN	Have higher Manpower Growth than 
HAS_LOWER_POPULATION_THAN	Have lower Population than 
HAS_HIGHER_POPULATION_THAN	Have higher Population than 
HAS_LOWER_MAX_POPULATION_THAN	Have lower Max Population than 
HAS_HIGHER_MAX_POPULATION_THAN	Have higher Max Population than 
HAS_LOWER_POPULATION_GROWTH_THAN	Have lower Population Growth than 
HAS_HIGHER_POPULATION_GROWTH_THAN	Have higher Population Growth than 
khalka	Khalka
buryat	Buryat
naiman	Naiman
oirat	Oirat
uyghur	Uyghur
basmyl	Basmyl
yagma	Yagma
chigil	Chigil
khitan	Khitan
sogdian	Sogdian
nomad_succession	Nomad Succession
succ_nomadic	Nomad Succession
TITLE_NEW_PRIMARY_IS_NOMADIC	§RNomads cannot set Primary Title!§!
tributary_cb_desc	Make the target realm your tributary forcing them to pay you 40% of their monthly income in tribute to you.
CALL_ALL_TRIBAL_CONTROL	Cannot Call Tribal or Nomadic Vassals as they give us Liege Levies instead
CALL_ALL_NOT_TRIBAL	Cannot Call Tribal or Nomadic Vassals since you are not Tribal
CALL_ALL_TRIBAL_VASSALS	Call all Tribal and Nomadic Vassals to War
NOMAD_CANT_BUILD_HOLDINGS_DESC	Empty Holding slots actually provide more population and manpower for Nomads, which allows bigger armies and more taxes. To build proper Holdings you need to become either a Feudal state or a Republic (check your Decisions.)
enables_tribal_levy_laws	Enables Tribal Levy Laws.\n
disables_tribal_levy_laws	Disables Tribal Levy Laws\n
enables_tribal_tax_laws	Enables Tribal Tax Laws\n
disables_tribal_tax_laws	Disables Tribal Tax Laws\n
CB_NAME_RIVALRY	Rivalry
rivalry_cb_desc	§Y$TARGET$§! is your bitter rival and you can't imagine anything better than throwing the blighter into your dungeons.
WAR_NAME_RIVALRY	$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Rivalry War
TRIBUTARY_RELATIONSHIP	§Y$TRIBUTARY$§! is a tributary of §Y$SUZERAIN$§!.
AIREASON_TRIBUTARY_WAR_AGAINST_TRIBUTARY	Tributary war against my Tributary
AIREASON_WAR_AGAINST_TRIBUTARY	War against my Tributary
AIREASON_WAR_FROM_TRIBUTARY	Interests in my Tributary
AIREASON_ENEMY_IS_TRIBUTARY	Enemy is my Tributary
NOT_USES_DECADENCE	Does NOT use Decadence
USES_DECADENCE	Use Decadence
EVTDESC_HL_5000	A traveller from the east reaches your court along with his personal bodyguard. Reading from a scroll, he states that the Great Emperor of China demands a tribute of a thousand 'heavenly horses' from your lands.
EVTOPTA_HL_5000	These are the finest and strongest horses.
EVTOPTB_HL_5000	Your Emperor has no power here!
EVTDESC_HL_5001	Another envoy from China arrives at your court. He tells you that he himself is a gift - a token of gratitude from the Emperor - and that he is an excellent governor of trade if you need his services.
EVTOPTA_HL_5001	I'll let him govern the trade.
EVTOPTB_HL_5001	He can muck the stables.
EVTOPTC_HL_5001	Politely decline the offer.
EVTDESC_HL_5005	I've noticed an increase in traders coming from the east since I employed [chinese_envoy.GetBestName] as a trade governor.
EVTOPTA_HL_5005	Let the silk flow.
EVTDESC_HL_5006	[chinese_envoy.GetBestName] has managed to acquire a collection of rare gemstones on your behalf.
EVTOPTA_HL_5006	Sell them for profit.
EVTOPTB_HL_5006	These will fit great in a pendant.
EVTOPTC_HL_5006	I'll make some earrings for my [Root.Spouse.GetHusbandWife].
EVTDESC_HL_5007	A couple of travelling merchants claim that their goods were stolen while they stayed on your premises.
EVTOPTA_HL_5007	Apologize and reimburse them.
EVTOPTB_HL_5007	That's their loss.
EVTDESC_HL_5008	Enthusiastic and blabbering [chinese_envoy.GetFirstName] pulls a large sack into the room. [chinese_envoy.GetSheHeCap] apparently found valuable goods laying on the premises and wants to share it with you.
EVTOPTA_HL_5008	I wonder if this is just a coincidence?
EVTOPTB_HL_5008	Find the merchants and return their lost cargo.
EVTDESC_HL_5017	[From.GetBestName] entered my chamber with [From.GetHerHis] newly acquired pet snake wrapped around [From.GetHerHis] neck. [From.GetSheHeCap] asks if I want to pet it.
EVTOPTA_HL_5017	I hope it doesn't bite.
EVTOPTB_HL_5017	It seems a bit dangerous.
EVTOPTC_HL_5017	Forbid [chinese_envoy.GetHerHim] from keeping the snake.
EVTDESC_HL_5011OTHER	I hear a scream outside and rush out only to see [From.GetFirstName]'s snake swallowing the dog of [FromFrom.GetFirstName] in a single gulp.
EVTOPTA_WOL_5011	That's the way of life.
EVTOPTB_WOL_5011	Someone slay that beast before it does more harm!
EVTDESC_HL_5011SELF	I hear a dog barking outside and rush out only to see [From.GetFirstName]'s dastardly snake swallowing my beloved dog in a single gulp.
EVTOPTC_WOL_5011_FAITHFUL	Poor Faithful!
EVTOPTC_WOL_5011_HUNTER	Poor Hunter!
EVTOPTC_WOL_5011_TRICKY	Poor Tricky!
EVTOPTC_WOL_5011_LUCIFER	Poor Lucifer!
EVTOPTC_WOL_5011_SHAYTAN	Poor Shaytan!
EVTOPTC_WOL_5011_FENRIR	Poor Fenrir!
EVTOPTC_WOL_5011_ERLIK	Poor Erlik!
EVTOPTC_WOL_5011_VELNIAS	Poor Velnias!
EVTOPTC_WOL_5011_TUONI	Poor Tuoni!
EVTOPTC_WOL_5011_XOLOTL	Poor Xolotl!
EVTOPTC_WOL_5011_VELES	Poor Veles!
EVTOPTC_WOL_5011_GURUHI	Poor Guruhi!
EVTOPTC_WOL_5011_DARKNESS	Poor Darkness!
EVTOPTC_WOL_5011_AHRIMAN	Poor Ahriman!
EVTOPTC_WOL_5011_SATAN	Poor Satan!
EVTOPTC_WOL_5011_VINAYAKA	Poor Vinayaka!
EVTOPTC_WOL_5011_MARA	Poor Mara!
EVTOPTC_WOL_5011_PUNISHER	Poor Punisher!
EVTOPTD_WOL_5011	I'll have [FromFrom.GetHerHis] head for this!
EVTDESC_HL_5014	You are out taking a walk together with [FromFrom.GetFirstName] when [From.GetFirstName] approaches you with a concern. According to Chinese law [From.GetSheHe] is required to get a woman to continue his services more permanently.
EVTOPTA_HL_5014	Ahem.. We were just discussing that matter, [FromFrom.GetFirstName]. Right?
EVTOPTB_HL_5014	I guess I have no more need of your services then.
EVTDESC_HL_5016	Dust rise in your wake as you head for the local tavern with heavy steps. As you enter, you instantly notice [From.GetFirstName], seemingly involved in a game of chance. You approach [From.GetHerHim] and realize that [From.GetSheHe] is betting your money on games of chance... and losing. [From.GetFirstName] looks up at you with a smile and says: 'Hey. Your drinksch are taschty'.
EVTOPTA_HL_5016	Just stay away from these people.
EVTOPTB_HL_5016	Arrest this [From.GetManWoman].
EVTDESC_HL_5045	[Root.GetTitledFirstName],\n\nI hereby inform you that I'm leaving the position at your court because of the less than preferable way that you have treated me.\n\nSigned\n[From.GetFirstName]
EVTOPTA_HL_5045	That's too bad.
EVTDESC_HL_5048	[Root.GetTitledFirstName]\n\nYour insolence has not gone unnoticed. I will henceforth punish all travellers who are suspected of having have visited your city. \n\nSigned,\nThe Emperor.
EVTOPTA_HL_5048	This could be bad for trade.
EVTDESC_HL_5050	Reports have reached us that traders and travellers are being harassed by raiders in your lands of [Root.GetName].
EVTOPTA_HL_5050	I'll let them continue if they share the loot.
EVTOPTB_HL_5050	Send my marshal to hunt them down.
EVTOPTC_HL_5050	Ready my horse. I'll get rid of the scoundrel.
LOST_CONTROL_PROVINCE	Lost control of §Y$PROVINCE$§W
HAS_CONTROL_PROVINCE	Occupation of §Y$PROVINCE$§W
NOMAD_TECH_POINTS	Nomads do not generate technology points.
fort	Fort
convert_fort_to_city	Upgrade to City
convert_fort_to_castle	Upgrade to Castle
convert_fort_to_temple	Upgrade to Temple
convert_fort_to_tribal	Upgrade to Tribal
HOLY_SITE_NO_SETTLEMENT	(not settled)
CANNOT_BUILD	Your government doesn't allow you to build this.
b_argh	Argh
b_anthrachs	Anthrachs
b_dunkheger	Dünkheger
b_muztau	Muztau
b_kyzyl	Kyzyl
b_otuken	Ötüken
b_erchis	Erchis
b_gorgol	Gorgol
b_khangai	Khangai
b_kara_khorum	Kara Khorum
b_baygal	Baygal
b_aj_bogd	Aj Bogd
b_ikh_bogd	Ikh Bogd
b_tsagaannuur	Tsagaanuur
b_yarkand	Yarkand
b_kashgar	Kashgar
b_aksu_mongolia	Aksu
b_tumshuk	Tumshuk
b_khotan	Khotan
b_keriya	Keriya
b_niya	Niya
b_cherchen	Cherchen
b_charkliq	Charkliq
b_miran	Miran
b_karashar	Karashar
b_kucha	Kucha
b_kara_khoja	Kara Khoja
b_luntai	Luntai
b_dunhuang	Dunhuang
b_anxi	Anxi
b_kumul	Kumul
b_gobi	Gobi
d_trondelag	Nidaros
c_trondelag	Nidaros
c_trondelag_adj	Trondish
PROV275	Nidaros
PROV1438	Yarkand
PROV1439	Kashgar
PROV1440	Khotan
PROV1441	Cherchen
PROV1442	Charkliq
PROV1443	Karashar
PROV1444	Kucha
PROV1445	Aksu
PROV1446	Kara Khoja
PROV1447	Loulan
PROV1448	Dunhuang
PROV1449	Luntai
PROV1450	Kumul
PROV1451	Altay
PROV1452	Dünkheger
PROV1453	Aj Bogd
PROV1454	Muztau
PROV1455	Tsagaannuur
PROV1456	Ikh Bogd
PROV1457	Kara Khorum
PROV1458	Khangai
PROV1459	Kyzyl
PROV1460	Baygal
PROV1461	Ötüken
PROV1462	Gorgol
PROV1463	Erchis
PROV1408	Anxi
empire_of_altaic	Empire of
duke_sogdian	Ikhshid
create_title_interaction_TITLE	Create Title
destroy_title_interaction_TITLE	Destroy
make_primary_title_interaction_TITLE	Make Primary Title
make_primary_title_interaction_DESC	I can declare this my primary title.
UNREFORMED_TRIBAL_VASSAL_OPINION	Unreformed Pagan Tribal Vassal Opinion
EVTDESC8031	For too long, you have restricted our rights. The time has come to Lower Tribal Organization! With your regent, [Root.Regent.GetTitledName], among my supporters you have no other choice than to accept.\n\nSigned,\n[From.GetTitledName]
tribal_contract_0_option	Min
tribal_contract_1_option	Normal
tribal_contract_2_option	Large
tribal_contract_3_option	Max
tribal_tax_0_option	None
tribal_tax_1_option	Min
tribal_tax_2_option	Medium
tribal_tax_3_option	Large
TRIBAL_CANT_BUILD_HOLDINGS_DESC	Empty Holding slots actually provide more troops for Tribes. To build proper Holdings you need to become either a Feudal state or a Republic (check your Decisions.)
GREAT	Great!
GLORY	Glory!
alert_powerful_factions_name	Dangerous Factions
has_fewer_trade_post_than	Has fewer than §Y$NUM$§! Trade Posts
has_more_trade_post_than	Has at least §Y$NUM$§! Trade Posts
num_trade_post_diff_lower_than	Difference between §Y$FIRST$§! and §Y$SECOND$§!'s Trade Posts lower than §Y$VAL$§!
num_trade_post_diff_at_least	Difference between §Y$FIRST$§! and §Y$SECOND$§!'s Trade Posts at least §Y$VAL$§!
