#CODE	ENGLISH	ENGLISH
EVTTOOLTIP75032	[Root.GetTitledFirstName] talks sternly to [This.GetTitledFirstName]	[Root.GetTitledFirstName] talks sternly to [This.GetTitledFirstName]
PROV27	Dorset	Dorset
PROV28	Somerset	Somerset
IS_LANDED	Is Landed	Is Landed
IS_NOT_LANDED	Is NOT Landed	Is NOT Landed
STAT_INTRIGUE_DESC	Intrigue skill is the primary attribute of the Spymaster. High Intrigue improves the chances of uncovering plots and carrying out skullduggery like assassinations.	Intrigue skill is the primary attribute of the Spymaster. High Intrigue improves the chances of uncovering plots and carrying out skullduggery like assassinations.
STAT_STEWARDSHIP_CHAR_DESC	With a Stewardship skill of §Y$VALUE$§W, §Y[GetTitledFirstName]§W is considered $DESC$ administrator. It also affects the maximum size of your demesne.	With a Stewardship skill of §Y$VALUE$§W, §Y[GetTitledFirstName]§W is considered $DESC$ administrator. It also affects the maximum size of your demesne.
EVTOPTB39000	Great!	Great!
HINT_LAW_VIEW_TEXT_3	Kingdoms and Empires have access to a special set of laws called Crown Laws. These affect all de jure vassals, not just those who are de facto part of the realm. However, infidels and heretics outside the de facto realm remain unaffected.	Kingdoms and Empires have access to a special set of laws called Crown Laws. These affect all de jure vassals, not just those who are de facto part of the realm. However, infidels and heretics outside the de facto realm remain unaffected.
EVTDESC6212	My neighbor has quite probably the finest ass around, but then Jesus whispered to me that this was wrong.	My neighbor has quite probably the finest ass around, but then Jesus whispered to me that this was wrong.
EVTOPTA6212	Jesus is right, this is wrong	Jesus is right, this is wrong
EVTDESC6213	For too long I have felt incomplete, that my spirit was somehow lacking. Then the voice reminded me that true fruit of the spirit was kindness. 	For too long I have felt incomplete, that my spirit was somehow lacking. Then the voice reminded me that true fruit of the spirit was kindness. 
EVTOPTA6213	I will be more kind	I will be more kind
EVTDESC6214	For too long I have directed my anger towards those who dimply do not deserve it. Jesus whispered to me and reminded me that I should direct it those who had sinned.	For too long I have directed my anger towards those who dimply do not deserve it. Jesus whispered to me and reminded me that I should direct it those who had sinned.
EVTOPTA6214	I will be a true soldier of God	I will be a true soldier of God
EVTDESC6215	I have been so quick to judge, I realize it now. The voice reminds me that I should seek what is good for all.	I have been so quick to judge, I realize it now. The voice reminds me that I should seek what is good for all.
EVTOPTA6215	I will do so	I will do so
EVTDESC6216	I am proud and I thought myself noble for I rejected all that was weak and insipid. Then the voice reminded me that I was rejecting God when I worshipped myself thus?	I am proud and I thought myself noble for I rejected all that was weak and insipid. Then the voice reminded me that I was rejecting God when I worshipped myself thus?
EVTOPTA6216	Then I realized how wrong I was.	Then I realized how wrong I was.
EVTDESC6217	For too long I believed that it was the Greeks who would inherit the earth. Then Jesus whispered that is was simply a typo in my Bible and that in reality it was the meek.	For too long I believed that it was the Greeks who would inherit the earth. Then Jesus whispered that is was simply a typo in my Bible and that in reality it was the meek.
EVTOPTA6217	Then I will be more meek	Then I will be more meek
EVTDESC6218	Jesus whispers have become more frantic of late. He is worried that Satan has corrupted his words through his agents at the various ecumenical councils. He has asked me to seek out the good news that Philip brought so that I can understand the true role of Mary.	Jesus whispers have become more frantic of late. He is worried that Satan has corrupted his words through his agents at the various ecumenical councils. He has asked me to seek out the good news that Philip brought so that I can understand the true role of Mary.
EVTOPTA6218	I will do as our Lord Commands	I will do as our Lord Commands
EVTDESC6219	For too long I have felt powerless as our enemies advance, but lately Jesus has been promising me victories if only I can get commend.	For too long I have felt powerless as our enemies advance, but lately Jesus has been promising me victories if only I can get commend.
EVTOPTA6219	As Jesus Wills	As Jesus Wills
EVTDESC6220	Lately Jesus has fallen silent over military matters. I feel somehow lessened because without the Lord who am I?	Lately Jesus has fallen silent over military matters. I feel somehow lessened because without the Lord who am I?
EVTOPTA6220	It must be a punishment for my sins	It must be a punishment for my sins
EVTDESC6221	I felt the holy spirit fill me and just like the Apostles of yore I could speak in the tongues of many peoples, as the holy spirit gave me the power to express myself.	I felt the holy spirit fill me and just like the Apostles of yore I could speak in the tongues of many peoples, as the holy spirit gave me the power to express myself.
EVTOPTA6221	The only problem is no one else can	The only problem is no one else can
EVTDESC6222	The holy spirit left me and I felt lessened. Some cynics commented that I was finally sober, but they did not understand what the true love of the Lord felt like.	The holy spirit left me and I felt lessened. Some cynics commented that I was finally sober, but they did not understand what the true love of the Lord felt like.
EVTOPTA6222	I am saddened. 	I am saddened. 
LOADING_TIP_34	Your councillors cannot both lead troops and perform missions in counties.	Your councillors cannot both lead troops and perform missions in counties.
LOADING_TIP_35	Beware the Mongol Hordes...	Beware the Mongol Hordes...
LOADING_TIP_36	If you have no Spymaster, you cannot discover plots.	If you have no Spymaster, you cannot discover plots.
LOADING_TIP_37	Sometimes the most skilled Councillor is also an enemy. Tread carefully.	Sometimes the most skilled Councillor is also an enemy. Tread carefully.
LOADING_TIP_38	You'll have better results plotting against your liege if you are the Spymaster.	You'll have better results plotting against your liege if you are the Spymaster.
LOADING_TIP_39	Use your Court Chaplain to convert the religion of counties and vassals.	Use your Court Chaplain to convert the religion of counties and vassals.
LOADING_TIP_40	All your children will get claims on your titles.	All your children will get claims on your titles.
LOADING_TIP_41	Delegate. A smaller group of direct vassals is easier to control.	Delegate. A smaller group of direct vassals is easier to control.
LOADING_TIP_42	Allies might refuse to participate in a war against someone they like more than you.	Allies might refuse to participate in a war against someone they like more than you.
LOADING_TIP_43	You can also build improvements in the Holdings of your direct vassals.	You can also build improvements in the Holdings of your direct vassals.
LOADING_TIP_44	Children tend to get the same traits and skills as their assigned guardian.	Children tend to get the same traits and skills as their assigned guardian.
LOADING_TIP_45	Just as Christians have Crusades, Muslims have Jihad.	Just as Christians have Crusades, Muslims have Jihad.
LOADING_TIP_46	Nobles care about Prestige. Religious leaders care about Piety. Everyone cares for Gold.	Nobles care about Prestige. Religious leaders care about Piety. Everyone cares for Gold.
LOADING_TIP_47	If an Antipope dethrones the reigning pope, he becomes the new Pope.	If an Antipope dethrones the reigning pope, he becomes the new Pope.
#LOADING_TIP_48	Titular kingdoms do not have Crown Laws.	Titular kingdoms do not have Crown Laws.
DYNTREE_INFO_TT	Tree Legend	Tree Legend
LEDGER_TOME	Paid To Me	Paid To Me
HAS_NOT_SIEGE	Is NOT under siege	Is NOT under siege
HAS_SIEGE	Is under siege	Is under siege
#EVTDESC80100	A revolt has broken out in the isolated province of [Root.GetName]! Never feeling part of [Root.County.Holder.TopLiege.PrimaryTitle.GetName], the peasants have taken to arms to fight off what they see as a foreign ruler. Should they take control of the province, they will defect and swear fealty to someone else.	A revolt has broken out in the isolated province of [Root.GetName]! Never feeling part of [Root.County.Holder.TopLiege.PrimaryTitle.GetName], the peasants have taken to arms to fight off what they see as a foreign ruler. Should they take control of the province, they will defect and swear fealty to someone else.
#EVTOPTA80100	How dare they oppose me!	How dare they oppose me!
#EVTDESC80101	A revolt has broken out in [From.GetName]! Never feeling part of [From.County.Holder.TopLiege.PrimaryTitle.GetName], the peasants have taken to arms to fight off what they see as a foreign ruler. Their indiscriminate destruction will unfortunately hit my holdings as well...	A revolt has broken out in [From.GetName]! Never feeling part of [From.County.Holder.TopLiege.PrimaryTitle.GetName], the peasants have taken to arms to fight off what they see as a foreign ruler. Their indiscriminate destruction will unfortunately hit my holdings as well...
#EVTOPTA80101	If the count doesn't act, I better...	If the count doesn't act, I better...
EVTOPTA162	[Root.Religion.GetRandomGodNameCap] greet my soul!	[Root.Religion.GetRandomGodNameCap] greet my soul!
EVTOPTA151	[Root.Religion.GetRandomGodNameCap] preserve me!	[Root.Religion.GetRandomGodNameCap] preserve me!
EVTOPTA154	[Root.Religion.GetRandomGodNameCap] curse [From.GetPossPronoun] name!	[Root.Religion.GetRandomGodNameCap] curse [From.GetPossPronoun] name!
EVTOPTA39026	[Root.Religion.GetRandomGodNameCap] be praised!	[Root.Religion.GetRandomGodNameCap] be praised!
EVTOPTA50008	[Root.Religion.GetRandomGodNameCap] have mercy...	[Root.Religion.GetRandomGodNameCap] have mercy...
EVTOPTD2100	[Root.Religion.GetRandomGodNameCap] will cure [From.GetHerHim] of [From.GetHerHis] sin!	[Root.Religion.GetRandomGodNameCap] will cure [From.GetHerHim] of [From.GetHerHis] sin!
EVTOPTD2020	[Root.Religion.GetRandomGodNameCap] will save [From.GetHerHim] from Hell!!!	[Root.Religion.GetRandomGodNameCap] will save [From.GetHerHim] from Hell!!!
EVTDESC73204	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Marshal of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Marshal of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.
EVTDESC73214	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Spymaster of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Spymaster of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.
EVTDESC73224	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Steward of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Steward of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.
EVTDESC73234	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.
EVTDESC73244	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petitioning me again about it.
tut_4b_6	Check the tooltips on the opinion number for some of your vassals. The opinions they have of you is based on a number of things, like personal diplomacy, free investiture, autonomy, and some personality traits will go better or worse together. If you are patient and your vassal is wroth, that does not make for a good relationship.	Check the tooltips on the opinion number for some of your vassals. The opinions they have of you is based on a number of things, like personal diplomacy, free investiture, autonomy, and some personality traits will go better or worse together. If you are patient and your vassal is wroth, that does not make for a good relationship.
tut_4b_8	The opinion modifiers that are based on character traits are all permanent. Other things can change the opinions between characters affected by trait modifiers, but as long as the trait stays, so does the modifier. Then we have temporary modifiers of course. 	The opinion modifiers that are based on character traits are all permanent. Other things can change the opinions between characters affected by trait modifiers, but as long as the trait stays, so does the modifier. Then we have temporary modifiers of course. 
tut_4b_12	You do this by sending your chancellor to the province and fabricating a claim there. It will take a while, but you can try it in the basic war tutorial.	You do this by sending your chancellor to the province and fabricating a claim there. It will take a while, but you can try it in the basic war tutorial.
#tut_4c_9	Consider carefully who would be the best choice for you, and keep in mind that dynasty and her rank will matter for your prestige gain or loss when entering the marriage. When you have made your choice, click her portrait to continue.	Consider carefully who would be the best choice for you, and keep in mind that dynasty and her rank will matter for your prestige gain or loss when entering the marriage. When you have made your choice, click her portrait to continue.
tut_4c_5	Below the portrait of your wife are two golden rings on blue background. This is a button that will allow you to arrange a marriage for the current character. Click it to continue.	Below the portrait of your wife are two golden rings on blue background. This is a button that will allow you to arrange a marriage for the current character. Click it to continue.
tut_4c_5a	Choices	Choices
tut_4c_6	Here you can see a list of unmarried women. Not all are appropriate of course. Some are too young, a real marriage will not start until both of you are over 16. Some are too old, you want them to be able to have your children. Some have nothing to offer you. To help you decide, there are buttons that can sort the list according to your desires. Click next to continue.	Here you can see a list of unmarried women. Not all are appropriate of course. Some are too young, a real marriage will not start until both of you are over 16. Some are too old, you want them to be able to have your children. Some have nothing to offer you. To help you decide, there are buttons that can sort the list according to your desires. Click next to continue.
tut_4c_12	Here you can see what effects this marriage will have on your prestige. You can also see that she will answer yes to your proposal, so just go ahead and send it.	Here you can see what effects this marriage will have on your prestige. You can also see that she will answer yes to your proposal, so just go ahead and send it.
tut_4c_10a	Congratulations!	Congratulations!
tut_5a_13	As soon as the second troop arrives (you can hover over the troop to see when in the tooltip), select both of them by clicking on one side and dragging a box around them. You'll first need to close the army details screen to see them both. Now you have a merge button over the info screen for the two armies. Click that to create one bigger army. 	As soon as the second troop arrives (you can hover over the troop to see when in the tooltip), select both of them by clicking on one side and dragging a box around them. You'll first need to close the army details screen to see them both. Now you have a merge button over the info screen for the two armies. Click that to create one bigger army. 
tut_5c_7	These troops are free to hire, but they only attack religious enemies, and they only exist around the time of crusades, so they are a bit limited. If you are defending against infidels or heretics, they have no maintenance cost either. Now, raise your personal levy and select it to continue.	These troops are free to hire, but they only attack religious enemies, and they only exist around the time of crusades, so they are a bit limited. If you are defending against infidels or heretics, they have no maintenance cost either. Now, raise your personal levy and select it to continue.
#tut_6a_6	Innse Gall to the west of Ross seems like a good target. It would be a nice addition to our border, plus his maximum numbers of levy is not very impressive. Click on the province.	Innse Gall to the west of Ross seems like a good target. It would be a nice addition to our border, plus his maximum numbers of levy is not very impressive. Click on the province.
#tut_6a_24	The different outcomes of a war will be discussed in the intermediate war tutorial. Since now of you have won anything, demanding they surrender won't work. Offer a white peace or your surrender to end this part.	The different outcomes of a war will be discussed in the intermediate war tutorial. Since now of you have won anything, demanding they surrender won't work. Offer a white peace or your surrender to end this part.
EVTDESC38301	My skin is glowing, my hair is always perfect and the opposite sex yearn for me to take notice of them. I have gained the §YFair§! trait.	My skin is glowing, my hair is always perfect and the opposite sex yearn for me to take notice of them. I have gained the Fair trait.
opinion_laughing_at_you	Laughing at you	Laughing at you
opinion_tossed_me	Tossed me!	Tossed me!
opinion_defeated_rebels	Defeated Rebels	Defeated Rebels
MINIMAP_LOCK_DESC	Lock/Unlock minimap openness	Lock/Unlock minimap openness
MINIMAP_TOGGLE_DESC	Toggle the minimap open/close	Toggle the minimap open/close
b_oujda	Oujda	Oujda
b_kaufbeuren	Kaufbeuren	Kaufbeuren
b_ltava	Ltava	Ltava
b_kairy	Kairy	Kairy
b_gamakh	Gamakh	Gamakh
b_parthenay	Parthenay	Parthenay
b_harib	Harib	Harib
EVTTOOLTIP63014	Tell [This.GetTitledFirstName] what I think of [This.GetPossPronoun] 'evidence'	Tell [This.GetTitledFirstName] what I think of [This.GetPossPronoun] 'evidence'
EVTDESC36052	[From.GetTitledFirstName] is such a humble vassal, giving me the honor of [From.GetHerHis] kill from the hunt. [From.GetSheHeCap] is a benefit to my rule, and [From.GetHerHis] humility is an example to us all.	[From.GetTitledFirstName] is such a humble vassal, giving me the honor of [From.GetHerHis] kill from the hunt. [From.GetSheHeCap] is a benefit to my rule, and [From.GetHerHis] humility is an example to us all.
EVTDESC74035	It was a mistake inviting The Jumping Jews of Jerusalem to the Summer Fair. They are jumping at different rhythms despite the rhythmic twang of a harp. They tirelessly keep jumping, jumping, jumping... until one of them loses his balance and falls towards his brothers, causing all of them to fall to the floor.	It was a mistake inviting The Jumping Jews of Jerusalem to the Summer Fair. They are jumping at different rhythms despite the rhythmic twang of a harp. They tirelessly keep jumping, jumping, jumping... until one of them loses his balance and falls towards his brothers, causing all of them to fall to the floor.
EVTDESC65060	I haven't grown as much as the other children and people tell me I'm a 'dwarf'. The other children found out and are mocking me, calling me goblin and pretend to be afraid when I come near them...	I haven't grown as much as the other children and people tell me I'm a 'dwarf'. The other children found out and are mocking me, calling me goblin and pretend to be afraid when I come near them...
EVTOPTA65060	I will give them something to be afraid of!	I will give them something to be afraid of!
EVTOPTB65060	I won't give them the pleasure of seeing me cry...	I won't give them the pleasure of seeing me cry...
EVTDESC65061	Despite my small stature, I have gained the respect of my court. Until a Dwarf Troupe appeared at the castle gates and none of them were taller than me...	Despite my small stature, I have gained the respect of my court. Until a Dwarf Troupe appeared at the castle gates and none of them were taller than me...
EVTOPTA65061	I pity them, and refuse to have them perform	I pity them, and refuse to have them perform
EVTOPTB65061	I arrest their manager	I arrest their manager
EVTOPTC65061	I let them perform, what harm can it do?	I let them perform, what harm can it do?
EVTDESC65065	There's a dwarf at the court and, being the giant of a [Root.GetManWoman] that I am, people has been pestering me to test my strength by tossing the dwarf as far as I can.	There's a dwarf at the court and, being the giant of a [Root.GetManWoman] that I am, people has been pestering me to test my strength by tossing the dwarf as far as I can.
EVTOPTA65065	Toss the dwarf	Toss the dwarf
EVTTOOLTIP65066	is tossed by [Root.GetTitledFirstName]!	is tossed by [Root.GetTitledFirstName]!
EVTOPTB65065	Let the dwarf be	Let the dwarf be
EVTDESC65066	Before I knew it, [From.GetTitledFirstName] picked me up and tossed me away! Luckily for me, I landed in a haystack head-first and was not hurt badly although my temper took a bad turn for the worse...	Before I knew it, [From.GetTitledFirstName] picked me up and tossed me away! Luckily for me, I landed in a haystack head-first and was not hurt badly although my temper took a bad turn for the worse...
EVTOPTA65066	Are you insane or just an idiot?!	Are you insane or just an idiot?!
EVTDESC65070	I am usually so careful climbing down the narrow steps, what with my clubfoot making me clumsy and prone to fall down the stairs. Today, I wasn't as cautious as I should've been...	I am usually so careful climbing down the narrow steps, what with my clubfoot making me clumsy and prone to fall down the stairs. Today, I wasn't as cautious as I should've been...
EVTOPTA65070	I landed at the bottom of the steps, badly hurt...	I landed at the bottom of the steps, badly hurt...
EVTDESC65071	I cannot run around playing with the other children as much as I like because of my clubfoot, and the other children has started making fun of me. They dart towards me, gives me a small push and then run away giggling and shouting 'Catch me if you can!'...	I cannot run around playing with the other children as much as I like because of my clubfoot, and the other children has started making fun of me. They dart towards me, gives me a small push and then run away giggling and shouting 'Catch me if you can!'...
EVTOPTA65071	Next time, my fist will redecorate their faces!	Next time, my fist will redecorate their faces!
EVTOPTB65071	I ignore them, hoping they will tire and go away	I ignore them, hoping they will tire and go away
EVTDESC65072	My clubfoot makes it hard for me to use a regular saddle, I need one with a custom-made stirrup that is big enough. Therefore I was much dismayed when someone had misplaced my special stirrup.	My clubfoot makes it hard for me to use a regular saddle, I need one with a custom-made stirrup that is big enough. Therefore I was much dismayed when someone had misplaced my special stirrup.
EVTOPTA65072	Punish the stableboys	Punish the stableboys
EVTOPTB65072	Try to use a regular one	Try to use a regular one
EVTTOOLTIP65073	falls off [This.GetHerHis] horse	falls off [This.GetHerHis] horse
EVTDESC65073	The new stirrup seemed to work fine, until my usually steady horse tried to throw me off by bucking and rearing. Finally it succeded, but because of the narrow stirrup my clubfoot got stuck and so I was dragged after the horse several yards before someone grabbed its reins and made it stop.	The new stirrup seemed to work fine, until my usually steady horse tried to throw me off by bucking and rearing. Finally it succeded, but because of the narrow stirrup my clubfoot got stuck and so I was dragged after the horse several yards before someone grabbed its reins and made it stop.
EVTOPTA65073	It must have looked laughable!	It must have looked laughable!
EVTDESC65074	I fear my clubfoot hinders me from getting married! As I am not as graceful as the other women at court, I'd rather not dance or do anything too exhausting that will cost me my balance and make me a laughing stock.	I fear my clubfoot hinders me from getting married! As I am not as graceful as the other women at court, I'd rather not dance or do anything too exhausting that will cost me my balance and make me a laughing stock.
EVTOPTA65074	Despite my clubfoot, I should take any chance to dance!	Despite my clubfoot, I should take any chance to dance!
EVTOPTB65074	I ask my father to look for a suitor!	I ask my father to look for a suitor!
EVTOPTC65074	I should be content with what I have	I should be content with what I have
EVTDESC65080	I am teased for my harelip, the other children tells me my mother must have looked at a hare's split lip when she was pregnant with me and wished for me to look the same.	I am teased for my harelip, the other children tells me my mother must have looked at a hare's split lip when she was pregnant with me and wished for me to look the same.
EVTOPTA65080	That's not true!	That's not true!
EVTOPTB65080	I ignore them, their words hold no truth	I ignore them, their words hold no truth
EVTDESC65081	I was talking to one of my vassals and was interrupted by a courtier. Trying to be courteous, I presented them to each other, only to mispronounce the vassal's name because of my harelip...	I was talking to one of my vassals and was interrupted by a courtier. Trying to be courteous, I presented them to each other, only to mispronounce the vassal's name because of my harelip...
EVTOPTA65081	Shamed, I refuse to acknowledge the mispronunciation	Shamed, I refuse to acknowledge the mispronunciation
EVTOPTB65081	I ask the vassal to forgive me	I ask the vassal to forgive me
EVTOPTC65081	Pretend that nothing happened	Pretend that nothing happened
EVTDESC65085	I mostly play the monster whenever the other children let me play with them. They say my hunchback makes me the perfect person for the monster part, and even if it hurts when they say that I still get to play with them, and that is usually good enough for me.	I mostly play the monster whenever the other children let me play with them. They say my hunchback makes me the perfect person for the monster part, and even if it hurts when they say that I still get to play with them, and that is usually good enough for me.
EVTOPTA65085	Not today, today I'll show you the real monster!	Not today, today I'll show you the real monster!
EVTOPTB65085	I think I must accept my role...	I think I must accept my role...
EVTOPTA73225	It's what I deserve..	It's what I deserve..
EVTNAME10104	The Exorcism	The Exorcism
EVTDESC65090	Who can love someone like me? The hunch on my back, my ugly face? I pray to [Root.Religion.GetRandomGodName] every chance I get to find me someone to love.	Who can love someone like me? The hunch on my back, my ugly face? I pray to [Root.Religion.GetRandomGodName] every chance I get to find me someone to love.
EVTOPTA65090	[Root.Religion.GetRandomGodNameCap] has forsaken me!	[Root.Religion.GetRandomGodNameCap] has forsaken me!
EVTOPTB65090	I shall pray some more...	I shall pray some more...
EVTTOOLTIP65091	There's always Hope	There's always Hope
EVTOPTC65090	[Root.Religion.GetRandomGodNameCap] cannot help me, only I can	[Root.Religion.GetRandomGodNameCap] cannot help me, only I can
EVTDESC65091	I walked slowly, no thoughts in my mind when someone ran into me from behind. We fell to the ground together and I grabbed the young woman instinctively, ready to defend myself from her scorn. Instead, she looked pleadingly at me and asked me to help her flee from the guards who had harassed her since she arrived in [Root.Location.GetName].	I walked slowly, no thoughts in my mind when someone ran into me from behind. We fell to the ground together and I grabbed the young woman instinctively, ready to defend myself from her scorn. Instead, she looked pleadingly at me and asked me to help her flee from the guards who had harassed her since she arrived in [Root.Location.GetName].
EVTOPTA65091	Of course I'll help you	Of course I'll help you
EVTTOOLTIP65092	I Hope for love	I Hope for love
EVTOPTB65091	Guards! Here she is!	Guards! Here she is!
EVTDESC65092	I managed to save Hope, as the young woman's name was, from the guards and we spent the next few days together. She did not seem to notice my hunchback, only the man I am before it. It startled me when I realized I had begun to love her, my Hope in love...	I managed to save Hope, as the young woman's name was, from the guards and we spent the next few days together. She did not seem to notice my hunchback, only the man I am before it. It startled me when I realized I had begun to love her, my Hope in love...
EVTOPTA65092	This is true love	This is true love
EVTOPTB65092	But she cannot love someone like me!	But she cannot love someone like me!
EVTDESC65095	People are laughing at me, saying that my hunchback makes me less of a [Root.GetManWoman]!	People are laughing at me, saying that my hunchback makes me less of a [Root.GetManWoman]!
EVTOPTA65095	Prove them wrong!	Prove them wrong!
EVTOPTB65095	They do not know me, so why should I care?	They do not know me, so why should I care?
EVTOPTC65095	Just leave me alone...	Just leave me alone...
EVTDESC65100	The other children ask me to say words, giggles when I try to pronounce them without lisping but always fails and it makes me feel sick to my stomach. Why are they so mean to me?	The other children ask me to say words, giggles when I try to pronounce them without lisping but always fails and it makes me feel sick to my stomach. Why are they so mean to me?
EVTOPTA65100	Let me be or else!	Let me be or else!
EVTOPTB65100	I don't want to play with them anymore	I don't want to play with them anymore
EVTDESC65101	During my conversation with a vassal I tried to lisp as little as possible, but when a courtier came up to us and wanted me to introduce [Root.GetHerHimOpp] to the vassal I could barely make myself understood when I tried to pronounce the vassal's name.	During my conversation with a vassal I tried to lisp as little as possible, but when a courtier came up to us and wanted me to introduce [Root.GetHerHimOpp] to the vassal I could barely make myself understood when I tried to pronounce the vassal's name.
EVTOPTA65101	Lisp? Me? No, you must be wrong!	Lisp? Me? No, you must be wrong!
EVTOPTB65101	Forgive me, it's the lisp	Forgive me, it's the lisp
EVTOPTC65101	So, where were we?	So, where were we?
EVTDESC65102	My lisp sometimes makes it hard for people to understand me, and when I become frustrated the lisp becomes worse, making it even harder to understand me.	My lisp sometimes makes it hard for people to understand me, and when I become frustrated the lisp becomes worse, making it even harder to understand me.
EVTOPTA65102	I won't let this control my life!	I won't let this control my life!
EVTOPTB65102	I must learn to live with this	I must learn to live with this
EVTOPTC65102	I shall pray and hope my lisp disappear	I shall pray and hope my lisp disappear
EVTDESC65105	The more upset I become, the more I stutter and the other children are well aware of this. Their taunting and pestering makes me sad but I cannot tell them that without stuttering which makes them laugh even more.	The more upset I become, the more I stutter and the other children are well aware of this. Their taunting and pestering makes me sad but I cannot tell them that without stuttering which makes them laugh even more.
EVTOPTA65105	S-s-stop b-bothering me!	S-s-stop b-bothering me!
EVTOPTB65105	I'll hide from them so they will forget about me	I'll hide from them so they will forget about me
EVTDESC65106	I seldom stutter these days, unless I am upset, frustrated or excited. The more I try to force the words to leave my tongue the more I stutter and the more frustrated I get...	I seldom stutter these days, unless I am upset, frustrated or excited. The more I try to force the words to leave my tongue the more I stutter and the more frustrated I get...
EVTOPTA65106	I'll practise and overcome this!	I'll practise and overcome this!
EVTOPTB65106	This is my everyday	This is my everyday
EVTOPTC65106	I shall pray and hope my stutter will disappear	I shall pray and hope my stutter will disappear
EVTDESC65107	I had managed to talk to speak to my vassal for several minutes without stuttering not even once! Then I got stuck on the vassal's name when I was supposed to present him to a courtier, not a word left my tongue. I had to let someone else present him...	I had managed to talk to speak to my vassal for several minutes without stuttering not even once! Then I got stuck on the vassal's name when I was supposed to present him to a courtier, not a word left my tongue. I had to let someone else present him...
EVTOPTA65107	Of course I did it deliberately!	Of course I did it deliberately!
EVTOPTB65107	I'm sorry, my stutter sometimes act up...	I'm sorry, my stutter sometimes act up...
EVTOPTC65107	What? I cannot do everything, can I?	What? I cannot do everything, can I?
EVTDESC65110	tHe otHeR cHildReN aRe MeaN to Me!	tHe otHeR cHildReN aRe MeaN to Me!
EVTOPTA65110	stUpid cHildReN...	stUpid cHildReN...
EVTOPTB65110	i leaVe Now	i leaVe Now
cruel_neg	Disapproves of Cruelty	Disapproves of Cruelty
cruel_pos	Approves of Cruelty	Approves of Cruelty
EVTOPTB8000	I will not be blackmailed!	I will not be blackmailed!
EVTDESC38302	It must be a miracle, I no longer have problem pronouncing S or any other letter! I have lost the §YLisp§! trait.	It must be a miracle, I no longer have problem pronouncing S or any other letter! I have lost the Lisp trait.
PROV260	Mecklenburg	Mecklenburg
d_mecklemburg	Mecklenburg	Mecklenburg
d_mecklemburg_adj	Mecklenburgian	Mecklenburgian
c_mecklemburg_adj	Mecklenburgian	Mecklenburgian
b_mecklemburg	Mecklenburg	Mecklenburg
FE_EASE	Ease	Facilidade
INTERACTION_REQUIRES_ACTOR_RANSOM	§Y[Actor.GetTitledFirstName]§! can afford the ransom of §Y$GOLD$§W gold	[Actor.GetBestName] can afford the ransom of §Y$GOLD$§W gold
INTERACTION_REQUIRES_RECIPIENT_INCAPABLE	§Y[Recipient.GetTitledFirstName]§! is incapable	[Recipient.GetBestName] is incapable
SEND_GIFT_INTERACTION_2	Send a gift of §Y$COST$§W¤ to §Y[Recipient.GetBestName]§!. §RThis will not increase [Recipient.GetPossPronoun] opinion of you further.§!	Send a gift of §Y$COST$§W¤ to §Y[Recipient.GetBestName]§!. §RThis will not increase [Recipient.GetPossPronoun] opinion of you further.§!
DYNATREE_BACK_BUTTON	Back to previous dynasty	Back to previous dynasty
DYNATREE_NOHEAD_DYNA	This Dynasty does not have any living members, it does not have a head	This Dynasty does not have any living members, it does not have a head
STARTDATE_GREATER_THAN	Game started on or before §Y$DATE$§W	Game started on or before §Y$DATE$§W
STARTDATE_NOT_GREATER_THAN	Game started after §Y$DATE$§W	Game started after §Y$DATE$§W
#STARTDATE_GREATER_THAN	Game started on or before §Y$DATE$§W	Game started on or before §Y$DATE$§W
#STARTDATE_NOT_GREATER_THAN	Game started after §Y$DATE$§W	Game started after §Y$DATE$§W
CURRENTDATE_IS	Current date is §Y$DATE$§W	Current date is §Y$DATE$§W
