#CODE	ENGLISH	ENGLISH
caliphal_subjugation_desc	For §Y200§! Piety, Caliphs are allowed to subjugate all other Muslim rulers of the same denomination once per §Y10§! years.	[Root.County.GetAdjective] Peasant Revolt
muslim_county_conquest_desc	Muslims can conquer single border counties without specific reasons at the cost of §Y50§! Piety.	[Actor.Religion.GetName] Uprising
viking_invasion_desc	Norse Pagans can declare their intention to invade all the territory held by a sufficiently powerful target within a given de jure kingdom. This will swell their ranks with adventurers, but they must attack within two years.	$ORDER$$SECOND_ADJ$ [Actor.Religion.GetName] Revolt
pagan_holy_war_desc	Reformed Pagans can use this Casus Belli to seize all titles held by an infidel within a de jure Duchy at the cost of §Y100§! $PIETYNAME$.	Heretic leaders - heresiarchs - can rise up if the authority of the parent religion is low, spreading their errant beliefs with fire and sword.
CANNOT_PLAY_PAGAN_WITHOUT_DLC	You cannot play a Pagan or Zoroastrian without The Old Gods DLC	[Root.Religion.GetName] Uprising
NOT_ALLOWED_PAGAN	Not allowed to play §YPagan or Zoroastrian§! without The Old Gods DLC!	Heresiarch
NOT_ALLOWED_PAGAN_MP	§Y$PLAYER$§! not allowed to play §YPagan or Zoroastrian§! without The Old Gods DLC	This character is the leader of a fanatic and militant heretic sect.
RD_NOT_PLAYABLE_WITHOUT_PAGAN_DLC	Pagans and Zoroatrians are not playable without The Old Gods DLC	Religious Unrest
PREPARE_INVASION_INTERACTION_TITLE	Prepare Invasion	Peasant Unrest
PREPARE_INVASION_INTERACTION_DESC	Prepare to invade an independent ruler	Cultural Unrest
PREPARE_INVASION_INTERACTION_LONG_DESC	Prestigious Norse Pagans can, once in their lifetime, prepare invasions before they declare war. During the next two years, many adventurers and opportunists may flock to your banner, especially against a powerful target. However, if you fail to launch your attack in two years' time, you will lose face.	Rebel Traitor
PREPARE_INVASION_INTERACTION_ACCEPT_SETUP	Invasion Prepared	Rise of the Shi'a Caliphate
PREPARE_INVASION_INTERACTION_ACCEPT_LOG	§Y[Actor.GetTitledName]§! is preparing to invade §Y[Recipient.GetTitledName]§!	Pretender Shi'a Caliphate
PREPARE_INVASION_INTERACTION_OFFER	[Actor.GetTitledName] is preparing to invade you!	Shi'a Caliphate Rising in [Title.GetBaseName]
PREPARE_INVASION_INTERACTION_LETTER	In the name of the Allfather, the Hanged One, the Flaming Eye, I declare my intention to invade your lands and subjugate your people. Richly shall the ravens feast!\n\n[From.GetTitledName]	$ORDER$Shi'a Caliphate Rising in [Title.GetBaseName]
PREPARE_INVASION_INTERACTION_0	As a Norse Pagan, you can declare your intention to invade §Y[Recipient.GetTitledName]§!. You have two years to declare war, during which many adventurers will flock to your banner.	Any Previous Holder
opinion_failed_invasion	Failed Prepared Invasion	Ambitious characters of noble descent can go off and attempt to seize duchies in foreign lands with a band of adventurers.
PROVINCE_TECHNOLOGY	County Technology	Adventurer Conquest of [Title.GetBaseName]
TECH_LIGHT_INFANTRY	Light Infantry	[Actor.GetTitledFirstName]'s Conquest of $OTHER_TITLE$
TECH_LIGHT_INFANTRY_DESC	Better arms and armor for Light infantry and Archers.	[Root.GetTitledFirstName]'s Host
TECH_HEAVY_INFANTRY	Heavy Infantry	Liberation of [Title.GetBaseName]
TECH_HEAVY_INFANTRY_DESC	Better arms and armor for Heavy infantry and Pikemen.	$ORDER$Liberation of [Title.GetBaseName]
TECH_CAVALRY	Cavalry	The subjects of foreign lords can rise up in revolt and try to restore their old kingdom.
TECH_CAVALRY_DESC	Better arms and armor for Light cavalry, Heavy cavalry and Horse archers.	[Root.Kingdom.GetAdjective] Liberation Revolt
TECH_NAVAL	Shipbuilding	[Root.PrimaryTitle.GetAdjective] Decadence Revolt
TECH_NAVAL_DESC	Better shipbuilding techniques allow us to field a bigger fleet.	This ambition cannot be cancelled.
TECH_TRADE_PRACTICES	Trade Practices	§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles held by §Y[From.GetTitledFirstName]§! within the §Y[This.GetFullBaseName]§!.\n
TECH_TRADE_PRACTICES_DESC	Better trade practices lead to more money for republics as well as cities participating in trade.	For §Y200§! Piety, Caliphs are allowed to subjugate all other Muslim rulers of the same denomination once per §Y10§! years.
TECH_CONSTRUCTION_DESC	Better building techniques make construction cheaper and faster.	Muslims can conquer single border counties without specific reasons at the cost of §Y50§! Piety.
TECH_CULTURE_FLEX	Tolerance	Pagans can conquer single border counties without specific reasons. Norse Pagans can also take any coastal county.
TECH_CULTURE_FLEX_DESC	Acceptance of the ways of others makes it easier to rule over people of different cultures and religions.	Norse Pagans can declare their intention to invade all the territory held by a sufficiently powerful target within a given de jure kingdom. This will swell their ranks with adventurers, but they must attack within two years.
TECH_INVEST	Invest in §Y$TECHNAME$§!\nCost: $COST$/§Y$MAX$§!	Reformed Pagans can use this Casus Belli to seize all titles held by an infidel within a de jure Duchy at the cost of §Y100§! $PIETYNAME$.
TECH_INVEST_DESC	By spending §Y$POINTS$§! $POINTTYPE$ you can increase this technology to level §Y$NEXTLEVEL$§!	You cannot play a Pagan or Zoroastrian without The Old Gods DLC
POINTTYPE_MIL	Military Technology Points	Not allowed to play §YPagan or Zoroastrian§! without The Old Gods DLC!
POINTTYPE_ECO	Economic Technology Points	§Y$PLAYER$§! not allowed to play §YPagan or Zoroastrian§! without The Old Gods DLC
POINTTYPE_CUL	Cultural Technology Points	Pagans and Zoroatrians are not playable without The Old Gods DLC
TECH_FROM_ATTRIBUTES	§Y$GROWTH$§! / Month From Ruler Attributes	Prepare Invasion
TECH_DESC_CAPITAL	Advancements in your Capital county of $PROV$	Prepare to invade an independent ruler
SPREAD_FROM_TRADE	Trade Post Bonus	Prestigious Norse Pagans can, once in their lifetime, prepare invasions before they declare war. During the next two years, many adventurers and opportunists may flock to your banner, especially against a powerful target. However, if you fail to launch your attack in two years' time, you will lose face.
MODIFIER_TECH_GROWTH_MODIFIER	Technology Spread Rate	Invasion Prepared
MODIFIER_TECH_GROWTH_MILITARY	Military Technology Spread Rate	§Y[Actor.GetTitledName]§! is preparing to invade §Y[Recipient.GetTitledName]§!
MODIFIER_TECH_GROWTH_ECONOMY	Economy Technology Spread Rate	[Actor.GetTitledName] is preparing to invade you!
MODIFIER_TECH_GROWTH_CULTURE	Culture Technology Spread Rate	In the name of the Allfather, the Hanged One, the Flaming Eye, I declare my intention to invade your lands and subjugate your people. Richly shall the ravens feast!\n\n[From.GetTitledName]
SPREAD_FROM_SPYACTION	Spymaster studying technology	As a Norse Pagan, you can declare your intention to invade §Y[Recipient.GetTitledName]§!. You have two years to declare war, during which many adventurers will flock to your banner.
TECH_MAPMODE_BUTTON_IRO	Map Mode: Relative Spread	Failed Prepared Invasion
TECH_MAPMODE_BUTTON_DRO	Dark blue is the lowest and white is the highest level of advancement currently in the world.	Province Technology
TECH_MARTIAL_VALUE	Base Military Technology Point Growth	Light Infantry
TECH_STEWARDSHIP_VALUE	Base Economic Technology Point Growth	Better arms and armor for Light infantry and Archers
TECH_DIPLOMACY_VALUE	Base Cultural Technology Point Growth	Heavy Infantry
TECH_POINTS_PER_MONTH	 Points / Month	Better arms and armor for Heavy infantry and Pikemen
TECHPOINT_EFFECT	$DIRECTION$ $VALUE$ $TYPE$.\n	Cavalry
TECH_POINTS_PER_ATTRIBUTE	Tech Points per Attribute point	Better arms and armor for Light cavalry, Heavy cavalry and Horse archers
PARTIALLY_FILLED	Partially Filled	Shipbuilding
COUNT_TECH_POINTS	Counts do not generate technology points	Better shipbuilding techniques allow us to field a bigger fleet
alert_can_tech_instant	§YYou should Invest in a Technological Advance§!	Trade Practices
alert_can_tech_delayed	You have enough Technology Points in a Technology Group to invest in any of its advances	Better trade practices lead to more money for republics as well as cities participating in trade
TECH_REMOVE_PAGAN_HOME_ATTRITION	Removes the Pagan Homeland attrition penalty	Better building techniques make construction cheaper and faster
TRADE_TECH_TOO_LOW	Trade Practices Technology is too low to build Trade Posts	Tolerance
TRADE_TECH_ALLOW_TRADEPOSTS	Allows the construction of Trade Posts	Acceptance of others make it easier to rule over different cultures and religions
TRADE_TECH_TRADEPOST_INC	Max Trade Posts: §G+$INC$%§!	Invest in §Y$TECHNAME$§!\nCost: $COST$/§Y$MAX$§!
LOOTED_PROVINCE	Looted Province: §R-$PERC$%§!	By spending §Y$POINTS$§! $POINTTYPE$ you can increase this technology to level §Y$NEXTLEVEL$§!
LOOT_THE_PROVINCE	Loot all Occupied Holdings	Military Technology Points
LOOT_EFFECTS	Loot: §Y$GOLD$§!¤\nPrestige: §Y$PRESTIGE$§!	Economic Technology Points
CANT_LOOT	Unable to Loot	Cultural Technology Points
LOOT_DESC_DESTROY	Looting will destroy Trade Posts, raze buildings and sometimes even entire small Holdings.	§Y$GROWTH$§! / Month From Ruler Attributes
CAN_LOOT_RELIGION	Religion allows looting	Advancements in your Capital province of $PROV$
CAN_NOT_LOOT_RELIGION	Your Religion does not allow looting	Trade Post Bonus
CAN_LOOT_OWNER	\n  Owned by an enemy who is not §Y$RELIGION$§!\n  Controlled by you\n  Does not have the §YLooted§! Penalty	Technology Spread Rate
CAN_LOOT_OWNER_SETTLEMENT	This holding:	Military Technology Spread Rate
CAN_LOOT_OWNER_PROVINCE	Any holding:	Economy Technology Spread Rate
LOADING_CALC_NAVAL	Calculating Naval Ranges...	Culture Technology Spread Rate
PROVINCE_LOOTED_SETUP	Province Looted	Spymaster studying technology
PROVINCE_LOOTED_LOG	§Y$SETTLEMENTS$§! Holdings in §Y$PROVINCE$§! have been looted by §Y$LOOTER$§!	Map Mode: Relative Spread
STARTED_LOOTING_SETUP	Raiders Appear	Dark blue is the lowest and white is the highest level of advancement currently in the world.
STARTED_LOOTING_LOG	Raiders under §Y$RAIDER$§! have arrived to loot and pillage in §Y$VICTIM$'s§! county of §Y$PROVINCE$§!	Base Military Technology Point Growth
STARTED_LOOTING_NAVAL_SETUP	Viking Raiders Appear	Base Economic Technology Point Growth
STARTED_LOOTING_NAVAL_LOG	The dragon bows of longships have been sighted off the coast of §Y$PROVINCE$§! as vikings under the fierce heathen §Y$RAIDER$§! begin to pillage and loot the county!	Base Cultural Technology Point Growth
SETTLEMENT_LOOTED_SETUP	Holding Looted	 Points / Month
#SETTLEMENT_LOOTED_LOG	§Y$SETTLEMENT$§! Has been looted by §Y$LOOTER$§!	$DIRECTION$ $VALUE$ $TYPE$.\n
BUILDING_LOOTED_SETUP	Building Destroyed by Looting	Tech Points per Attribute point
BUILDING_LOOTED_LOG	§Y$BUILDING$§! in §Y$SETTLEMENT$§! destroyed by looters!	Partially Filled
LOOT_SHIP_RETURNED_SETUP	Ship Returns with Loot	Counts do not generate technology points
LOOT_SHIP_RETURNED_LOG	A fleet $AMOUNT$ has returned from raiding. §Y$OWNER$§! gains §Y$GOLD$§! gold and §Y$PRESTIGE$§! prestige	§YYou should Invest in a Technological Advance§!
LOOT_SHIP_RETURNED_AMOUNT_FULL	full of loot	You have enough Technology Points in a Technology Group to invest in any of its advances
LOOT_SHIP_RETURNED_AMOUNT_EMPTY	bearing some loot	Removes the Pagan Homeland attrition penalty
LOOT_CONSTRUCTION	The Construction of a $NAME$	Trade Practices Technology is too low to build Trade Posts
HOLDING_DESTROYED_BY_LOOTING_SETUP	Holding Destroyed by Looting	Allows the construction of Trade Posts
HOLDING_DESTROYED_BY_LOOTING_LOG	Looters have completely destroyed the $END$	Max Trade Posts: §G+$INC$%§!
HOLDING_DESTROYED_BY_LOOTING_FINISHED	$TYPE$ of $NAME$ in $PROVINCE$	Looted Province: §R-$PERC$%§!
HOLDING_DESTROYED_BY_LOOTING_CONSTRUCTION	construction of a $TYPE$ in $PROVINCE$	Loot all Occupied Holdings
TRADE_POST_DESTROYED_BY_LOOTING_SETUP	Trade Post Destroyed by Looting	Loot: §Y$GOLD$§!¤\nPrestige: §Y$PRESTIGE$§!
TRADE_POST_DESTROYED_BY_LOOTING_LOG	Looters have destroyed the trade post in $PROVINCE$	Unable to Loot
LOOT_HOLDING	Loot this Holding	Looting will destroy Trade Posts, raze buildings and sometimes even entire small Holdings.
CANT_LOOT_HOLDING_DONTCONTROL	In control of the holding	Religion allows looting
CANT_LOOT_HOLDING_SAMERELIGION	Owner of holding is not §Y$RELIGION$§!	Your Religion does not allow looting
CANT_LOOT_HOLDING_LOOTED	Holding does not have the §YLooted§! Penalty	\n  Owned by an enemy who is not §Y$RELIGION$§!\n  Controlled by you\n  Does not have the §YLooted§! Penalty
looted_modifier	Looted	This holding:
LOOT_PROVINCE_DESC	Loot Protected by Fort Level: §Y$FORT_PROT$§!\nMax Loot: §Y$MAX_LOOT$§!\nPossible Loot: §Y$LOOT$§!	Any holding:
CARRYING_LOOT_INSTANT	Carrying Loot	Calculating Naval Ranges...
LOOT_DESC	This fleet is carrying §Y$LOOT$§!/§Y$MAX$§!¤ in loot. Move it to a friendly port to add the gold to your treasury	Province Looted
LOOTING_INSTANT	Looting	§Y$SETTLEMENTS$§! Holdings in §Y$PROVINCE$§! have been looted by §Y$LOOTER$§!
CANT_LOOT_SHORT	Can not Loot	Raiders Appear
LOOTING_TONAVY_DESC	Any gold this unit loots will be loaded onto a fleet in $SEA$. The fleet must return home to secure the gold.	Raiders under §Y$RAIDER$§! have arrived to loot and pillage in §Y$VICTIM$'s§! county of §Y$PROVINCE$§!
LOOTING_TOOWNER_DESC	Any gold this unit loots will be added to its owner's treasury directly, since it borders the owner's realm.	Viking Raiders Appear
LOOTING_TARGET_SHORT	Own neighbouring Province or fleet with space for loot in neighbouring Sea or River	The dragon bows of longships have been sighted off the coast of §Y$PROVINCE$§! as vikings under the fierce heathen §Y$RAIDER$§! begin to pillage and loot the county!
LOOTING_NOSHIP	Province does not border the realm of the unit's owner, nor are there any friendly ships nearby.	Holding Looted
LOOTING_EMPTY	All loot in this Province is currently guarded by forts.	§Y$SETTLEMENT$§! Has been looted by §Y$LOOTER$§!
LOOTING_EMPTY_SHORT	Province has loot that is unprotected by forts	Building Destroyed by Looting
LOOTING_LOOT	This Province can be looted for §Y$LOOT$§!¤ every §Y$DAYS$§! days. This is split between all looting units.	§Y$BUILDING$§! in §Y$SETTLEMENT$§! destroyed by looters!
LOOTING_UNIT_LAST	This Unit is currently looting §Y$LOOT$§!	Ship Returns with Loot
LOOTING_NOUNIT	You have no Unit standing in the Province	A fleet $AMOUNT$ has returned from raiding. §Y$OWNER$§! gains §Y$GOLD$§! gold and §Y$PRESTIGE$§! prestige
LOOTING_NOUNIT_SHORT	Has a Unit standing in the Province	full of loot
FAM_CONSORTS	Concubines	bearing some loot
FAM_LOVER	Lovers	The Construction of a $NAME$
CONCUBINAGE	Concubinage	Holding Destroyed by Looting
CONCUBINAGE_DESC	This is a Concubinage. Children of concubines, though of slightly lower social status, inherit normally and will be of the father's Dynasty.	Looters have completely destroyed the $END$
NUBILE_CONSORTS	Nubile Concubines (x§Y$NUM$§!): §G+$PRESTIGE$§!	$TYPE$ of $NAME$ in $PROVINCE$
DIVORCE_INTERACTION_0	Settle a divorce with §Y[Recipient.GetTitledFirstName]§! for §R$GOLD$§!¤. [Recipient.GetHerHisCap] close relatives will be insulted (§R$OPINION$§! opinion).	construction of a $TYPE$ in $PROVINCE$
opinion_abducted_spouse	Abducted Spouse	Trade Post Destroyed by Looting
opinion_forced_consort	Abductor	Looters have destroyed the trade post in $PROVINCE$
opinion_forced_relative_consort	Abducted Relative	Loot this Holding
opinion_forced_wife_consort	Spouse Snatcher	In control of the holding
child_of_consort	Child of Concubine	Owner of holding is not §Y$RELIGION$§!
child_of_consort_desc	This character was born to the concubine of a ruler. Children of concubines can inherit but are somewhat poorly regarded by others.	Holding does not have the §YLooted§! Penalty
peasant_leader	Peasant Leader	Looted
#peasant_leader_desc	This character is a jumped up peasant who revolted against his betters.	Loot Protected by Fort Level: §Y$FORT_PROT$§!\nMax Loot: §Y$MAX_LOOT$§!\nPossible Loot: §Y$LOOT$§!
EVTDESC660	That vile brute [From.GetBestName] has forced me to become his concubine!	Carrying Loot
EVTOPTA660	Oh, cruel fate...	This fleet is carrying §Y$LOOT$§!/§Y$MAX$§!¤ in loot. Move it to a friendly port to add the gold to your treasury
EVTDESC661	[FromFrom.GetBestName] has forced my [GetFromRelation] [From.GetBestName] to become his concubine!	Looting
EVTOPTA661	[FromFrom.GetSheHeCap] will pay for this!	Can not Loot
EVTDESC662	[FromFrom.GetBestName] has forced my wife [From.GetBestName] to become his concubine!	Any gold this unit loots will be loaded onto a fleet in $SEA$. The fleet must return home to secure the gold.
EVTOPTA662	[FromFrom.GetSheHeCap] will pay for this!	Any gold this unit loots will be added to its owner's treasury directly, since it borders the owner's realm.
EVTDESC297	I have decided to accept your suggestion to make [Root.GetTitledFirstName] into your concubine.	Own neighbouring Province or fleet with space for loot in neighbouring Sea or River
EVTDESC298	I reject your insulting suggestion. [Root.GetTitledFirstName] will never become your concubine.	Province does not border the realm of the unit's owner, nor are there any friendly ships nearby.
EVTDESC304	[FromFrom.Mother.GetFirstName] has borne the child of another man! I cannot believe this betrayal!	All loot in this Province is currently guarded by forts.
EVTDESC410	I am surely with child... my lord will be pleased.	Province has loot that is unprotected by forts
EVTDESC412	Oh dear, I must be with child. Will my lord believe it is his?	This Province can be looted for §Y$LOOT$§!¤ every §Y$DAYS$§! days. This is split between all looting units.
EVTOPTA412	Good news darling!	This Unit is currently looting §Y$LOOT$§!
EVTDESC413	Fate smiles upon me, my concubine [From.GetFirstName] is pregnant!	You have no Unit standing in the Province
EVTTOOLTIP413	Tell [Root.FatherOfUnborn.GetFirstName] he will be a father	Has a Unit standing in the Province
SEARCH_COURT	Search Court	Concubines
#EVTDESC39101	A new Christian military order has been founded by a small group of wealthy knights. The Poor Fellow-Soldiers of Christ and of the Temple of Solomon - or the Knights Templar for short - have sworn to protect pilgrims travelling through the Holy Land. [ThePope.GetTitledFirstName] fully endorses the Order, and will allow pious Catholic rulers to call on their aid, though they will only fight against heretics and infidels.	Lovers
#EVTDESC39102	The Order of Brothers of the German House of Saint Mary in Jerusalem has been formed, sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor. The Teutonic Order, much like the Knights of St. John and the Knights Templar, primarily protect and care for pilgrims to the Holy Land, but will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will only fight against heretics and infidels.	Concubinage
HINT_MIL_VIEW_TEXT_4	The 'Holy Orders' tab lists the great religious knighthoods. They can be employed like mercenaries, but instead of gold, it will cost you [Player.Religion.GetPietyName] to raise them. However, you will still have to pay for their maintenance. The Holy Orders appear on their historical foundation dates, and will only fight against heretics and infidels.	This is a Concubinage. Children of concubines, though of slightly lower social status, inherit normally and will be of the father's Dynasty.
LOADING_TIP_12	Holy orders will only fight against heretics and infidels. Be careful when using them in battle!	Nubile Concubines (x§Y$NUM$§!): §G+$PRESTIGE$§!
EVTDESC62300	Your invasion plans against [From.GetTitledName] are no longer possible. The invasion has failed before it even started...	Settle a divorce with §Y[Recipient.GetTitledFirstName]§! for §R$GOLD$§!¤. Her close relatives will be insulted (§R$OPINION$§! opinion).
EVTOPTA62300	Odin forgive!	Abducted Spouse
EVTDESC62310	You have waited too long to launch your invasion against [From.GetTitledName]! Disgruntled, the hopeful warriors who had flocked to your banner wander off looking for better opportunities.	Abductor
EVTOPTA62310	Raven God have mercy!	Abducted Relative
EVTDESC62320	Large numbers of adventurous carls have arrived from all corners of Scandinavia, hoping to join your great expedition against [From.GetTitledName]!	Spouse Snatcher
EVTOPTA62320	Prepare food and beds!	Child of Concubine
EVTDESC62321	A renowned hero has arrived at your court with his housecarls and followers, hoping to partake in your glorious invasion of [From.GetTitledName]!	This character was born to the concubine of a ruler. Children of concubines can inherit but are somewhat poorly regarded by others.
EVTOPTA62321	Make room at the high table!	Peasant Leader
EVTDESC62900	There are great opportunities for plunder and glory in England, with the sons of Lodbrok exacting their vengeance on the Saxon kings. My Carls are growing restless, anxious to join the great adventure...	This character is a jumped up peasant who revolted against his betters.
EVTOPTA62900	The Raven will Fly over Mercia!	That vile brute [From.GetBestName] has forced me to become his concubine!
EVTOPTB62900	The Raven will Fly over Wessex!	Oh, cruel fate...
EVTOPTC62900	The Raven will Fly over Scotland!	[FromFrom.GetBestName] has forced my [GetFromRelation] [From.GetBestName] to become his concubine!
EVTOPTD62900	This is a bad idea...	[FromFrom.GetSheHeCap] will pay for this!
EVTOPTA62900_TT	Prepare an Invasion of Mercia\n	[FromFrom.GetBestName] has forced my wife [From.GetBestName] to become his concubine!
EVTOPTB62900_TT	Prepare an Invasion of Wessex\n	[FromFrom.GetSheHeCap] will pay for this!
EVTOPTC62900_TT	Prepare an Invasion of Scotland\n	I have decided to accept your suggestion to make [Root.GetTitledFirstName] into your concubine.
EVTDESC62901	In the name of the Allfather, the Hanged One, the Flaming Eye, I declare my intention to invade your lands and subjugate your people. Richly shall the ravens feast!\n\n[From.GetTitledName]	I reject your insulting suggestion. [Root.GetTitledFirstName] will never become your concubine.
EVTOPTA62901	We shall be prepared!	[FromFrom.Mother.GetFirstName] has borne the child of another man! I cannot believe this betrayal!
EVTNAME_TOG_001	The Fall of Kiev	I am surely with child... my lord will be pleased.
EVTDESC_TOG_001	Brave Mongol warriors have poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.	Oh dear, I must be with child. Will my lord believe it is his?
EVTOPTA_TOG_001	They shall never forget our might.	Good news darling!
EVTNAME_TOG_002	The Fall of Novgorod	Fate smiles upon me, my concubine [From.GetFirstName] is pregnant!
EVTDESC_TOG_002	Novgorod has been stormed by Mongol warriors and the city's inhabitants are now paying the ultimate price for their arrogance. The Cathedral of Saint Sophia is engulfed in flames as the warriors loot that which can be carried away and put the rest to the torch.	Tell [Root.FatherOfUnborn.GetFirstName] he will be a father
EVTNAME_TOG_003	The Fall of Krakow	Search Court
EVTDESC_TOG_003	Mongol armies continue to push beyond the Vistula and into Poland. Krakow has now fallen to the skilled warriors, and it is said that at night the flames from the burning city can be seen from untold leagues away.	A new Christian military order has been founded by a small group of wealthy knights. The Poor Fellow-Soldiers of Christ and of the Temple of Solomon - or the Knights Templar for short - have sworn to protect pilgrims travelling through the Holy Land. [ThePope.GetTitledFirstName] fully endorses the Order, and will allow pious Catholic rulers to call on their aid, though they will only fight against heretics and infidels.
EVTNAME_TOG_004	The Fall of Aachen	The Order of Brothers of the German House of Saint Mary in Jerusalem has been formed, sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor. The Teutonic Order, much like the Knights of St. John and the Knights Templar, primarily protect and care for pilgrims to the Holy Land, but will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will only fight against heretics and infidels.
EVTDESC_TOG_004	Even Aachen, the former seat of Charlemagne's Carolingian empire, has fallen under the shadow of the great Mongol nation. His spirit must surely be weeping at the harsh punishment now being brought down on the decadent peasants within the city's walls.	The 'Holy Orders' tab lists the great religious knighthoods. They can be employed like mercenaries, but instead of gold, it will cost you [Player.Religion.GetPietyName] to raise them. However, you will still have to pay for their maintenance. The Holy Orders appear on their historical foundation dates, and will only fight against heretics and infidels.
EVTNAME_TOG_005	The Fall of Paris	Holy orders will only fight against heretics and infidels. Be careful when using them in battle!
EVTDESC_TOG_005	Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.	Your invasion plans against [From.GetTitledName] are no longer possible. The invasion has failed before it even started...
EVTNAME_TOG_006	The Fall of London	Odin forgive!
EVTDESC_TOG_006	Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to the Mongol vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion.	You have waited too long to launch your invasion against [From.GetTitledName]! Disgruntled, the hopeful warriors who had flocked to your banner wander off looking for better opportunities.
EVTNAME_TOG_007	The Fall of Rome	Raven God have mercy!
EVTDESC_TOG_007	As is proper, Rome once more suffers at the just hands of warriors from the east. A Mongol army has breached the Aurelian Walls, and its horses are now grazing on the field of the Circus Maximus while the ranking officers raise their yurts on the Palatine Hill. As expected, no mercy is shown to those foolish Romans who have not yet fled the city.	Large numbers of adventurous carls have arrived from all corners of Scandinavia, hoping to join your great expedition against [From.GetTitledName]!
EVTNAME_TOG_008	The Fall of Venice	Prepare food and beds!
EVTDESC_TOG_008	The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.	A renowned hero has arrived at your court with his housecarls and followers, hoping to partake in your glorious invasion of [From.GetTitledName]!
EVTNAME_TOG_009	The Fall of Constantinople	Make room at the high table!
EVTDESC_TOG_009	The Theodosian Walls have not been enough to spare Constantinople from the deadly touch of the Mongol nation. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.	There are great opportunities for plunder and glory in England, with the sons of Lodbrok exacting their vengeance on the Saxon kings. My Carls are growing restless, anxious to join the great adventure...
EVTNAME_TOG_010	The Fall of Lisbon	The Raven will Fly over Mercia!
EVTDESC_TOG_010	Our armies have now reached as far west as Lisbon in the quest to conquer the world for the great Mongol nation. While the city burns at the touch of our warriors, they look out over the great blue expanse of the Atlantic. Who can tell what lies beyond?	The Raven will Fly over Wessex!
EVTNAME_TOG_011	The Fall of Smolensk	The Raven will Fly over Scotland!
EVTDESC_TOG_011	Smolensk has been swallowed up by the Mongol horde as it continues its relentless advance to the west. When the great host finally moves on, little remains of the city but ashes and charred rubble, and those lucky few inhabitants who somehow escaped the notice of the rampaging horsemen.	This is a bad idea...
EVTNAME_TOG_012	The Fall of Prague	Prepare an Invasion of Mercia\n
EVTDESC_TOG_012	The city of Prague has indeed become a beacon of light in an otherwise dark world, as Mongol warriors move from house to house and set fire to everything not yet looted. A flood of refugees spread horrific tales about the cruelty and skill of the bloodthirsty Tartar horsemen to every corner of Europe.	Prepare an Invasion of Wessex\n
EVTNAME_TOG_013	The Fall of Vienna	Prepare an Invasion of Scotland\n
EVTDESC_TOG_013	Vienna, a city previously of growing importance on the Danube river, has become the latest target of the great Mongol armies as they continue to pillage and burn their way across Europe. The smoking ruins and arrow-riddled corpses they leave behind when they move on do not lend much faith in the city's future prospects.	In the name of the Allfather, the Hanged One, the Flaming Eye, I declare my intention to invade your lands and subjugate your people. Richly shall the ravens feast!\n\n[From.GetTitledName]
EVTNAME_TOG_014	The Fall of Esztergom	We shall be prepared!
EVTDESC_TOG_014	The great Mongol horde has reached beyond the Carpathians and fanned out across the Great Hungarian Plain. Now the city of Esztergom has fallen to the murderous host and is the scene of indiscriminate slaughter. Those that attempt to flee on foot are cut down without mercy by the fast horsemen as dark, billowing smoke rises towards the sky above the city.	The Fall of Kiev
EVTNAME_TOG_015	The Fall of Athens	Brave Mongol warriors have poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.
EVTDESC_TOG_015	The ancient city of Athens has fallen to the Mongols, and they now rampage unchecked behind its walls. Great monuments and artifacts dating back to the dawn of Western Civilisation are lost forever in a cultural desecration that will surely be felt by future generations thousands of years from now.	They shall never forget our might.
EVTNAME_TOG_016	The Fall of Belgrade	The Fall of Novgorod
EVTDESC_TOG_016	The White City has turned red as the Mongol armies seize Belgrade and massacre the inhabitants without exception. After several days of slaughter and looting, the smell of death and rotting flesh proves too much even for our warriors to bear and they move their camp upwind from the scorched ruins of the city.	Novgorod has been stormed by Mongol warriors and the city's inhabitants are now paying the ultimate price for their arrogance. The Cathedral of Saint Sophia is engulfed in flames as the warriors loot that which can be carried away and put the rest to the torch.
EVTNAME_TOG_017	The Fall of Baghdad	The Fall of Krakow
