#CODE	ENGLISH	ENGLISH
EVTTOOLTIP7600	successfully fabricating a claim.	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
EVTTOOLTIP7601	failing to fabricate a claim.	successfully fabricating a claim.
EVTDESC7600	With the aid of your fellow conspirators, you have managed to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	failing to fabricate a claim.
EVTOPTA7600	Excellent.	With the aid of your fellow conspirators, you have managed to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
EVTDESC7601	Not only have you failed to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName], but your efforts have been discovered. [Root.PlotTarget.GetTitledFirstName] is none too pleased...	Excellent.
EVTOPTA7601	This will take some explaining...	Not only have you failed to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName], but your efforts have been discovered. [Root.PlotTarget.GetTitledFirstName] is none too pleased...
#ca_culture_group_north_germanic_1	Small Housecarl Training Ground	This will take some explaining...
#ca_culture_group_north_germanic_2	Housecarl Training Ground	Small Housecarl Training Ground
#ca_culture_group_north_germanic_3	Large Housecarl Training Ground	Housecarl Training Ground
#ca_culture_group_north_germanic_4	Great Housecarl Training Ground	Large Housecarl Training Ground
ca_culture_group_north_germanic_1	Housecarl Training Ground	Great Housecarl Training Ground
ca_culture_group_north_germanic_2	Housecarl Training Ground	Housecarl Training Ground
ca_culture_group_north_germanic_3	Housecarl Training Ground	Housecarl Training Ground
ca_culture_group_north_germanic_4	Housecarl Training Ground	Housecarl Training Ground
#ca_culture_hungarian_1	Small Hussar Training Ground	Housecarl Training Ground
#ca_culture_hungarian_2	Hussar Training Ground	Small Hussar Training Ground
#ca_culture_hungarian_3	Large Hussar Training Ground	Hussar Training Ground
#ca_culture_hungarian_4	Great Hussar Training Ground	Large Hussar Training Ground
ca_culture_hungarian_1	Hussar Training Ground	Great Hussar Training Ground
ca_culture_hungarian_2	Hussar Training Ground	Hussar Training Ground
ca_culture_hungarian_3	Hussar Training Ground	Hussar Training Ground
ca_culture_hungarian_4	Hussar Training Ground	Hussar Training Ground
#ca_culture_group_arabic_1	Small Camel Riding Ground	Hussar Training Ground
#ca_culture_group_arabic_2	Camel Riding Ground	Small Camel Riding Ground
#ca_culture_group_arabic_3	Large Camel Riding Ground	Camel Riding Ground
#ca_culture_group_arabic_4	Great Camel Riding Ground	Large Camel Riding Ground
ca_culture_group_arabic_1	Camel Riding Ground	Great Camel Riding Ground
ca_culture_group_arabic_2	Camel Riding Ground	Camel Riding Ground
ca_culture_group_arabic_3	Camel Riding Ground	Camel Riding Ground
ca_culture_group_arabic_4	Camel Riding Ground	Camel Riding Ground
#ca_culture_group_byzantine_1	Small Cataphract Training Ground	Camel Riding Ground
#ca_culture_group_byzantine_2	Cataphract Training Ground	Small Cataphract Training Ground
#ca_culture_group_byzantine_3	Large Cataphract Training Ground	Cataphract Training Ground
#ca_culture_group_byzantine_4	Great Cataphract Training Ground	Large Cataphract Training Ground
ca_culture_group_byzantine_1	Cataphract Training Ground	Great Cataphract Training Ground
ca_culture_group_byzantine_2	Cataphract Training Ground	Cataphract Training Ground
ca_culture_group_byzantine_3	Cataphract Training Ground	Cataphract Training Ground
ca_culture_group_byzantine_4	Cataphract Training Ground	Cataphract Training Ground
#ca_culture_irish_1	Small Gallowglass Training Ground	Cataphract Training Ground
#ca_culture_irish_2	Gallowglass Training Ground	Small Gallowglass Training Ground
#ca_culture_irish_3	Large Gallowglass Training Ground	Gallowglass Training Ground
#ca_culture_irish_4	Great Gallowglass Training Ground	Large Gallowglass Training Ground
ca_culture_irish_1	Gallowglass Training Ground	Great Gallowglass Training Ground
ca_culture_irish_2	Gallowglass Training Ground	Gallowglass Training Ground
ca_culture_irish_3	Gallowglass Training Ground	Gallowglass Training Ground
ca_culture_irish_4	Gallowglass Training Ground	Gallowglass Training Ground
#ca_culture_ethiopian_1	Small Ethiopian Drilling Grounds	Gallowglass Training Ground
#ca_culture_ethiopian_2	Ethiopian Drilling Grounds	Small Ethiopian Drilling Grounds
#ca_culture_ethiopian_3	Large Ethiopian Drilling Grounds	Ethiopian Drilling Grounds
#ca_culture_ethiopian_4	Great Ethiopian Drilling Grounds	Large Ethiopian Drilling Grounds
ca_culture_ethiopian_1	Ethiopian Drilling Grounds	Great Ethiopian Drilling Grounds
ca_culture_ethiopian_2	Ethiopian Drilling Grounds	Ethiopian Drilling Grounds
ca_culture_ethiopian_3	Ethiopian Drilling Grounds	Ethiopian Drilling Grounds
ca_culture_ethiopian_4	Ethiopian Drilling Grounds	Ethiopian Drilling Grounds
#ca_culture_group_south_slavic_1	Small Gusar Training Ground	Ethiopian Drilling Grounds
#ca_culture_group_south_slavic_2	Gusar Training Ground	Small Gusar Training Ground
#ca_culture_group_south_slavic_3	Large Gusar Training Ground	Gusar Training Ground
#ca_culture_group_south_slavic_4	Great Gusar Training Ground	Large Gusar Training Ground
ca_culture_group_south_slavic_1	Gusar Training Ground	Great Gusar Training Ground
ca_culture_group_south_slavic_2	Gusar Training Ground	Gusar Training Ground
ca_culture_group_south_slavic_3	Gusar Training Ground	Gusar Training Ground
ca_culture_group_south_slavic_4	Gusar Training Ground	Gusar Training Ground
#ca_culture_dutch_1	Small Goedendag Militia Quarters	Gusar Training Ground
#ca_culture_dutch_2	Goedendag Militia Quarters	Small Goedendag Militia Quarters
#ca_culture_dutch_3	Large Goedendag Militia Quarters	Goedendag Militia Quarters
#ca_culture_dutch_4	Great Goedendag Militia Quarters	Large Goedendag Militia Quarters
ca_culture_dutch_1	Goedendag Militia Quarters	Great Goedendag Militia Quarters
ca_culture_dutch_2	Goedendag Militia Quarters	Goedendag Militia Quarters
ca_culture_dutch_3	Goedendag Militia Quarters	Goedendag Militia Quarters
ca_culture_dutch_4	Goedendag Militia Quarters	Goedendag Militia Quarters
d_sunni	The Sunni Caliphate	Goedendag Militia Quarters
d_sunni_adj	Caliphal	The Sunni Caliphate
d_shiite	The Shia Caliphate	Caliphal
d_shiite_adj	Caliphal	The Shia Caliphate
k_dacia	Wallachia	Caliphal
k_dacia_adj	Wallachian	Wallachia
b_sijilmasa	Sijilmasa	Wallachian
b_merzouga	Merzouga	Sijilmasa
b_tanamouste	Tanamouste	Merzouga
b_ertoud	Ertoud	Tanamouste
b_merzane	Merzane	Ertoud
b_hannabou	Hannabou	Merzane
b_tadaout	Tadaout	Hannabou
b_tisserdmine	Tisserdmine	Tadaout
k_mali	Mali	Tisserdmine
e_mali	Mali	Mali
d_armenia_minor_adj_armenian	Armenian	Mali
e_abyssinia	Abyssinia	Armenian
e_abyssinia_adj	Abyssinian	Abyssinia
d_timbuktu	Timbuktu	Abyssinian
b_timbuktu	Timbuktu	Timbuktu
b_alafia	Alafia	Timbuktu
b_salam	Salam	Alafia
b_lafia	Lafia	Salam
b_ber	Ber	Lafia
b_boureminaly	Bourem-Inaly	Ber
b_toya	Toya	Bourem-Inaly
b_aglal	Aglal	Toya
b_oualata	Oualata	Aglal
b_tiguiguil	Tiguiguil	Oualata
b_neiguiat	Neïguiat	Tiguiguil
b_konou	Konou	Neïguiat
b_birnsara	Bir Nsara	Konou
b_tizert	Tizert	Bir Nsara
b_tarhalet	Tarhalet	Tizert
b_fassekra	Fassekra	Tarhalet
b_araouane	Araouane	Fassekra
b_tessalit	Tessalit	Araouane
b_aguelhok	Aguelhok	Tessalit
b_abalessa	Abalessa	Aguelhok
b_tinzaouten	Tinzaouten	Abalessa
b_guezzam	Guezzam	Tinzaouten
b_tamanrasset	Tamanrasset	Guezzam
b_tazrouk	Tazrouk	Tamanrasset
b_taghaza	Taghaza	Tazrouk
b_kerzaz	Kerzaz	Taghaza
b_metarta	Metarta	Kerzaz
b_reggane	Reggane	Metarta
b_adrar	Adrar	Reggane
b_aougrout	Aougrout	Adrar
b_charouine	Charouine	Aougrout
b_alouarta	El Ouarta	Charouine
d_ghana	Ghana	El Ouarta
b_el_ghaba	El Ghaba	Ghana
b_koumbi_saleh	Koumbi Saleh	El Ghaba
b_silla	Silla	Koumbi Saleh
b_singhanah	Singhanah	Silla
b_samakanda	Sámakanda	Singhanah
b_ras_elma	Ras el Má	Sámakanda
b_tirka	Tírka	Ras el Má
b_kughah	Kúghah	Tírka
b_aoudaghost	Aoudaghost	Kúghah
b_tichitt	Tichitt	Aoudaghost
b_moudjeria	Moudjeria	Tichitt
b_ksarelbarka	Ksar-el-Barka	Moudjeria
b_ouadane	Ouadane	Ksar-el-Barka
b_wadan	Wadan	Ouadane
b_azuggi	Azuggi	Wadan
b_ksaralkiali	Ksar-al-Kiali	Azuggi
b_idjil	Idjil	Ksar-al-Kiali
b_zouerat	Zouérat	Idjil
b_tazadit	Tazadit	Zouérat
b_rouessa	Rouessa	Tazadit
b_fderick	Fdérick	Rouessa
d_mali	Mali	Fdérick
b_boure	Boure	Mali
b_niani	Niani	Boure
b_bamako	Bamako	Niani
b_safo	Safo	Bamako
b_baguineda	Baguineda	Safo
b_dialakoro	Dialakoro	Baguineda
b_bougouni	Bougouni	Dialakoro
b_soussa	Soussa	Bougouni
b_bambuk	Bambuk	Soussa
b_kiffa	Kiffa	Bambuk
b_kankossa	Kankossa	Kiffa
b_boumdeid	Boumdeid	Kankossa
b_guerou	Guerou	Boumdeid
b_aftout	Aftout	Guerou
b_djenne	Djenne	Aftout
b_macina	Macina	Djenne
b_fakala	Fakala	Macina
b_kewa	Kewa	Fakala
b_ouroali	Ouro Ali	Kewa
b_pondori	Pondori	Ouro Ali
b_femaye	Femaye	Pondori
b_derary	Derary	Femaye
d_songhay	Songhay	Derary
b_gao	Gao	Songhay
b_sarnah	Sarnah	Gao
b_gaosaney	Gao-Saney	Sarnah
b_bourem	Bourem	Gao-Saney
b_ansongo	Ansongo	Bourem
b_menaka	Ménaka	Ansongo
b_gabero	Gabero	Ménaka
b_anchawadi	Anchawadi	Gabero
b_tadmekka	Tadmekka	Anchawadi
b_agades	Agades	Tadmekka
b_takedda	Takedda	Agades
b_essako	Essako	Takedda
b_kidal	Kidal	Essako
c_gurma	Gurma	Kidal
c_gurma_adj	Gurman	Gurma
b_gurma	Gurma	Gurman
b_zorgho	Zorgho	Gurma
b_hounde	Houndé	Zorgho
c_zarma	Zarma	Houndé
c_zarma_adj	Zarman	Zarma
b_bura	Bura	Zarman
b_ouallam	Ouallam	Bura
b_tera	Téra	Ouallam
d_susa	Susa	Téra
d_susa_adj	Susan	Susa
d_latium	Latium	Susan
d_latium_adj	Latin	Latium
c_aprutium_adj	Aprutian	Latin
b_foligno	Foligno	Aprutian
b_avezzano	Avezzano	Foligno
b_pescara	Pescara	Avezzano
b_teramo	Teramo	Pescara
b_atri	Atri	Teramo
b_aprutium_penne	Penne	Atri
b_ciconia	Ciconia	Penne
b_paganica	Paganica	Ciconia
ANY_POT_TRIBAL_COUNTY_STARTS	Any Potential Tribal County	Paganica
ALL_POT_TRIBAL_COUNTY_STARTS	All Potential Tribal Counties	Any Potential Tribal County
ANY_TRAIT_HOLDER_STARTS	Any Character with trait 	All Potential Tribal Counties
REVOKE_TITLE_INTERACTION_2F	Our Imperial administration allows us to revoke Duchies without objections from the aristocracy.	Any Character with trait 
DISTANCE_LESS_THAN	Distance less than 	Our Imperial administration allows us to revoke Duchies without objections from the aristocracy.
DISTANCE_AT_LEAST	Distance at least 	Distance less than 
RANDOM_ROLL_LESS_THAN	Random Roll less than 	Distance at least 
RANDOM_ROLL_AT_LEAST	Random Roll at least 	Random Roll less than 
EVTOPTD37055	You are already married, remember? To [From.Spouse.GetTitledFirstName]?	Random Roll at least 
opinion_sadaqah	Gave Sadaqah	You are already married, remember? To [From.Spouse.GetTitledFirstName]?
reckless_charge_tactic	Reckless Charge Tactic	Gave Sadaqah
timid_advance_tactic	Timid Advance Tactic	Reckless Charge Tactic
confused_orders_tactic	Confused Orders	Timid Advance Tactic
hesitant_commander_tactic	Hesitant Commander	Confused Orders
charging_own_skirmishers_tactic	Charging Through Own Skirmishers	Hesitant Commander
inspired_defense_tactic	Inspired Defense Tactic	Charging Through Own Skirmishers
heroic_countercharge_tactic	Heroic Counter-Charge Tactic	Inspired Defense Tactic
clever_ambush_tactic	Clever Ambush Tactic	Heroic Counter-Charge Tactic
religious_fervour_tactic	Gripped by Religious Fervour	Clever Ambush Tactic
retreat_and_ambush_tactic	Retreat and Ambush Tactic	Gripped by Religious Fervour
berserker_charge_tactic	Berserker Charge	Retreat and Ambush Tactic
schiltron_formation_tactic	Schiltron Formation	Berserker Charge
pike_column_advance_tactic	Pike Column Advance	Schiltron Formation
massive_longbow_volley_tactic	Massive Longbow Volley Tactic	Pike Column Advance
couched_lance_charge_tactic	Couched Lance Charge	Massive Longbow Volley Tactic
desert_ambush_tactic	Desert Ambush	Couched Lance Charge
embolon_charge_formation_tactic	Embolon Charge Formation	Desert Ambush
muslim_hedonist	Tasting the forbidden wine of Hedonism	Embolon Charge Formation
muslim_poet	Making the world more poetic	Tasting the forbidden wine of Hedonism
DECADENCE_MOD	Decadence	Making the world more poetic
CURRENT_DECADENCE	Current	Decadence
EFFECTS	Effects	Current
DEMESNE_INCOME	Demesne Income	Effects
MONTHLY_COMBAT_DEC_CHANGE	Change due to combat this month	Demesne Income
BATTLES	Battles	Change due to combat this month
MONTHLY_UNLANDED	§YChange due to jobless sons:§!	Battles
DYNASTIC_DECADENCE	Dynastic Decadence	§YChange due to jobless sons:§!
JOBLESS_SON	 ( $NUM_SONS$ jobless son )	Dynastic Decadence
JOBLESS_SONS	 ( $NUM_SONS$ jobless sons )	 ( $NUM_SONS$ jobless son )
REL_FIRSTWIFE	First Wife	 ( $NUM_SONS$ jobless sons )
MUSLIM_TAX_PENALTY	Lack of Jizya Tax Penalty: 	First Wife
JIZYA_BONUS	Jizya Tax Bonus: 	Lack of Jizya Tax Penalty: 
claim_all_desc	§Y$CLAIMANT$§! can declare war on §Y$TARGET$§! with several strong claims (weak claims do not count.)	Jizya Tax Bonus: 
alert_can_press_weak_claims_instant	§Y$NUM$ Weak Claim(s) can be pressed§!	§Y$CLAIMANT$§! can declare war on §Y$TARGET$§! with several strong claims (weak claims do not count.)
alert_can_press_weak_claims_delayed	The following Weak Claims can be pressed:\n$LIST$	§Y$NUM$ Weak Claim(s) can be pressed§!
MORALE_DEMESNE_TROOPS	Morale of Demesne Troops	The following Weak Claims can be pressed:\n$LIST$
HAS_LOWER_DECADENCE_THAN	Has a lower Decadence than 	Morale of Demesne Troops
HAS_HIGHER_DECADENCE_THAN	Has a Decadence of at least 	Has a lower Decadence than 
DECADENCE_EFFECT	$DIRECTION$ $VALUE$ decadence.\n	Has a Decadence of at least 
DESTROY	Destroy	$DIRECTION$ $VALUE$ decadence.\n
TITLE_DESTROYED_SETUP	Title Destroyed	Destroy
TITLE_DESTROYED_LOG	§Y$DESTROYER$§! has destroyed the title §Y$TITLE$§!.	Title Destroyed
CHAR_REL_DIVORCED_SETUP	Divorce Granted	§Y$DESTROYER$§! has destroyed the title §Y$TITLE$§!.
CHAR_REL_DIVORCED_LETTER	Dear $SPOUSE$, our marriage just is not working anymore. Therefore, §Y$REL_HEAD$§! has graciously granted us a divorce.\n\n$ACTOR$	Divorce Granted
CHAR_REL_DIVORCED_LOG	§Y$REL_HEAD$§! has granted §Y$ACTOR$§! a divorce from §Y$VICTIM$§!.	Dear $SPOUSE$, our marriage just is not working anymore. Therefore, §Y$REL_HEAD$§! has graciously granted us a divorce.\n\n$ACTOR$
CHAR_DIVORCED_SETUP	Divorce Arranged	§Y$REL_HEAD$§! has granted §Y$ACTOR$§! a divorce from §Y$VICTIM$§!.
CHAR_DIVORCED_LETTER	Dear $SPOUSE$, our marriage just is not working anymore. Therefore, I have decided to divorce you. Sorry.\n\n$ACTOR$	Divorce Arranged
CHAR_DIVORCED_LOG	§Y$ACTOR$§! has divorced §Y$VICTIM$§!	Dear $SPOUSE$, our marriage just is not working anymore. Therefore, I have decided to divorce you. Sorry.\n\n$ACTOR$
CONFIRM_TITLE_DESTRUCTION	Destroy the title of the $TITLE$?	§Y$ACTOR$§! has divorced §Y$VICTIM$§!
TITLE_DESTRUCTION_COST_DESC	Destroying this title would cost you §R$PRESTIGE$§! Prestige. All de jure vassals of the $TITLE$ will be upset (§R$OPINION$§! Opinion).	Destroy the title to the $TITLE$?
opinion_destroyed_dj_liege_title	Destroyed Liege Title	Destroying this title would cost you §R$PRESTIGE$§! Prestige. All de jure vassals of the $TITLE$ will be upset (§R$OPINION$§! Opinion).
CANNOT_DESTROY_BELOW_DUKE	Cannot destroy counties or baronies	Destroyed Liege Title
CANNOT_DESTROY_PRIMARY_TITLE	Cannot destroy your primary title	Cannot destroy counties or baronies
CANNOT_DESTROY_SPECIAL_TITLE	Cannot destroy special title	Cannot destroy your primary title
CANNOT_AFFORD_DESTRUCTION	Must have §R$PRESTIGE$§! Prestige	Cannot destroy special title
DOES_NOT_HAVE_REGENT	Does NOT have a Regent	Must have §R$PRESTIGE$§! Prestige
HAS_REGENT	Has a Regent	Does NOT have a Regent
ISNT_CONTESTED_TITLE	Is NOT being contested by claimants	Has a Regent
IS_CONTESTED_TITLE	Is being contested by claimants	Is NOT being contested by claimants
STRONG_CLAIM_TITLE	§YStrong Claim on the $TITLE$§W	Is being contested by claimants
WEAK_CLAIM_TITLE	§YWeak Claim on the $TITLE$§W	§YStrong Claim on the $TITLE$§W
STRONG_CLAIM_DESC	On succession, Strong Claims are only given to children who are second or third in the line of succession.	§YWeak Claim on the $TITLE$§W
WEAK_CLAIM_DESC	On succession, Weak Claims are given to children who are not second or third in the line of succession. Weak Claims can only be pressed against:\n§Y* Female Rulers if the claimant is male\n* Regencies\n* Titles already being contested in a Claim or Succession War\n* Titles the claimant is second or third in line to inherit§!	On succession, Strong Claims are only given to children who are second or third in the line of succession.
HAS_NOT_STRONG_CLAIM	Does NOT have a Strong Claim on $TITLE$	On succession, Weak Claims are given to children who are not second or third in the line of succession. Weak Claims can only be pressed against:\n§Y* Female Rulers if the claimant is male\n* Regencies\n* Titles already being contested in a Claim or Succession War\n* Titles the claimant is second or third in line to inherit§!
HAS_STRONG_CLAIM	Has Strong Claim on $TITLE$	Does NOT have a Strong Claim on $TITLE$
HAS_NOT_WEAK_CLAIM	Does NOT have a Weak Claim on $TITLE$	Has Strong Claim on $TITLE$
HAS_WEAK_CLAIM	Has Weak Claim on $TITLE$	Does NOT have a Weak Claim on $TITLE$
GAIN_CLAIM_ON	$WHO$ gets a Strong Claim on §Y$TITLE$§!.\n	Has Weak Claim on $TITLE$
GAIN_WEAK_CLAIM_ON	$WHO$ gets a Weak Claim on §Y$TITLE$§!.\n	$WHO$ gets a Strong Claim on §Y$TITLE$§!.\n
iddah_period	Iddah Period	$WHO$ gets a Weak Claim on §Y$TITLE$§!.\n
opinion_chief_qadi	Chief Qadi	Iddah Period
opinion_merciful_qadi	Merciful Chief Qadi	Chief Qadi
opinion_arbitrary_qadi	Arbitrary Chief Qadi	Merciful Chief Qadi
#LAW_NORMAL_CHANGE_MUSLIM_PIETY_COST	It costs $PIETY$ $PIETYNAME$ for Muslims to change Demesne Laws	Arbitrary Chief Qadi
#LAW_DE_JURE_CHANGE_MUSLIM_PIETY_COST	It costs $PIETY$ $PIETYNAME$ for Muslims to change Crown Laws	It costs $PIETY$ $PIETYNAME$ for Muslims to change Demesne Laws
CB_NAME_COUNTY_CONQUEST	Conquest of [Title.GetBaseName]	It costs $PIETY$ $PIETYNAME$ for Muslims to change Crown Laws
WAR_NAME_COUNTY_CONQUEST	$ORDER$$FIRST_ADJ$ Conquest of $OTHER_TITLE$	Conquest of [Title.GetBaseName]
EVTTOOLTIPB3538	[Root.GetTitledFirstName] has nothing but contempt for [This.GetTitledFirstName]'s idiotic flagellation	$ORDER$$FIRST_ADJ$ Conquest of $OTHER_TITLE$
EVTDESC55000	The [Root.Culture.GetName] populace in [Root.GetName] have embraced [Root.Holder.Culture.GetName] culture.	[Root.GetTitledFirstName] has nothing but contempt for [This.GetTitledFirstName]'s idiotic flagellation
EVTDESC55001	The [Root.Culture.GetName] populace in [Root.GetName] resent me as a ruler and feel that I am a foreigner, yet I depend on these selfsame people to collect my taxes and man my army. This simply will not do. I think it is time to bring some boys from back home over to help out here.	The [Root.Culture.GetName] populace in [Root.GetName] have embraced [Root.Holder.Culture.GetName] culture.
EVTDESC55010	My roots may be [Root.Culture.GetName], but I identify more with the [Root.Capital.Culture.GetName] people I rule.	The [Root.Culture.GetName] populace in [Root.GetName] resent me as a ruler and feel that I am a foreigner, yet I depend on these selfsame people to collect my taxes and man my army. This simply will not do. I think it is time to bring some boys from back home over to help out here.
EVTOPTA55010	[Root.Capital.Culture.GetName] customs are superior!	My roots may be [Root.Culture.GetName], but I identify more with the [Root.Capital.Culture.GetName] people I rule.
EVTOPTB55010	Never, I am still [Root.Culture.GetName]!	[Root.Capital.Culture.GetName] customs are superior!
EVTDESC55011	[From.GetTitledName] has adopted the foreign ways of [From.Capital.GetName], behaving more like a petty [From.Capital.Culture.GetName] burgher than a proper [Root.Culture.GetName] lord.	Never, I am still [Root.Culture.GetName]!
EVTOPTA55011	Troubling news	[From.GetTitledName] has adopted the foreign ways of [From.Capital.GetName], behaving more like a petty [From.Capital.Culture.GetName] burgher than a proper [Root.Culture.GetName] lord.
PROV420	Vilnius	Troubling news
PROV423	Trakai	Vilnius
PROV424	Grodno	Trakai
PROV496	Constantinople	Grodno
PROV632	Tus	Constantinople
PROV696	Samarra	Tus
PROV702	Khliat	Samarra
PROV727	Bostra	Khliat
PROV729	Al-Sukhnah	Bostra
PROV929	Aprutium	Al-Sukhnah
c_tadmor_adj	Al-Sukhnahn	Aprutium
c_syria_adj	Bostrian	Al-Sukhnahn
c_mesopotamia_adj	Khliatian	Bostrian
c_euphrates_adj	Samarrian	Khliatian
c_tus_adj	Tusian	Samarrian
c_aukshayts_adj	Vilnian	Tusian
c_sudovia_adj	Trakian	Vilnian
c_jacwiez_adj	Grodnian	Trakian
c_byzantion_adj	Constantinopian	Grodnian
d_hashshashin	Fedayeen	Constantinopian
GRANDHEADMASTER	Grand Headmaster	Hashshashin
GRANDHEADMASTER_FOA	Your Excellency	Grand Headmaster
DEATH_MURDER_HASHSHASHIN	died at the hands of the Hashshashin	Your Excellency
EXPECTED_TO_HAVE_MORE_WIVES	Fewer than §Y$NUM$§W wives: §R$PRESTIGE$§W	died at the hands of the Hashshashin
EXPECTED_TO_HAVE_FEWER_WIVES	More than §Y$NUM$§W wives: §G+$PRESTIGE$§W	Fewer than §Y$NUM$§W wives: §R$PRESTIGE$§W
#tp_wall_q_1_muslim	Mosque Moat	More than §Y$NUM$§W wives: §G+$PRESTIGE$§W
#tp_wall_q_2_muslim	Mosque Gatehouse	Mosque Moat
#tp_wall_q_3_muslim	Mosque Portcullis	Mosque Gatehouse
#tp_wall_q_4_muslim	Deep Mosque Moat	Mosque Portcullis
#tp_wall_q_5_muslim	Mosque Barbicans	Deep Mosque Moat
#tp_wall_1_muslim	Mosque Palisade	Mosque Barbicans
#tp_wall_2_muslim	Small Mosque Wall	Mosque Palisade
#tp_wall_3_muslim	Medium Mosque Wall	Small Mosque Wall
#tp_wall_4_muslim	Large Mosque Wall	Medium Mosque Wall
#tp_wall_5_muslim	Huge Mosque Wall	Large Mosque Wall
#tp_monastery_1_muslim	Musalla	Huge Mosque Wall
#tp_monastery_2_muslim	Small Mosque	Musalla
tp_monastery_1_muslim	Mosque	Small Mosque
tp_monastery_2_muslim	Mosque	Mosque
tp_monastery_3_muslim	Mosque	Mosque
#tp_monastery_4_muslim	Large Mosque	Mosque
tp_monastery_4_muslim	Great Mosque	Large Mosque
tp_monastery_5_muslim	Great Mosque	Great Mosque
tp_monastery_6_muslim	Great Mosque	Great Mosque
#tp_monastery_6_muslim	Grand Mosque	Great Mosque
#tp_barracks_1_muslim	Mosque Militia Quarters	Grand Mosque
#tp_barracks_2_muslim	Small Mosque Militia Grounds	Mosque Militia Quarters
#tp_barracks_3_muslim	Medium Mosque Militia Grounds	Small Mosque Militia Grounds
#tp_barracks_4_muslim	Large Mosque Militia Grounds	Medium Mosque Militia Grounds
#tp_barracks_5_muslim	Great Mosque Militia Grounds	Large Mosque Militia Grounds
#tp_barracks_6_muslim	Huge Mosque Militia Grounds	Great Mosque Militia Grounds
#tp_elite_barracks_1_muslim	Mosque Guard Quarters	Huge Mosque Militia Grounds
#tp_elite_barracks_2_muslim	Small Mosque Barracks	Mosque Guard Quarters
#tp_elite_barracks_3_muslim	Medium Mosque Barracks	Small Mosque Barracks
#tp_elite_barracks_4_muslim	Large Mosque Barracks	Medium Mosque Barracks
#tp_elite_barracks_5_muslim	Great Mosque Barracks	Large Mosque Barracks
#tp_elite_barracks_6_muslim	Huge Mosque Barracks	Great Mosque Barracks
#tp_town_1_muslim	Mosque Village	Huge Mosque Barracks
tp_town_1_muslim	Mosque Town	Mosque Village
tp_town_2_muslim	Mosque Town	Mosque Town
tp_town_3_muslim	Mosque Town	Mosque Town
tp_town_4_muslim	Mosque Town	Mosque Town
tp_town_5_muslim	Mosque Town	Mosque Town
tp_town_6_muslim	Mosque Town	Mosque Town
#tp_town_3_muslim	Large Mosque Town	Mosque Town
#tp_town_4_muslim	Mosque City	Large Mosque Town
#tp_town_5_muslim	Large Mosque City	Mosque City
tp_school_1_muslim	Madrasah Islamic School	Large Mosque City
tp_school_2_muslim	Madrasah Islamic School	Madrasah Islamic School
#tp_school_2_muslim	Large Madrasah Islamic School	Madrasah Islamic School
#ca_keep_1_muslim	Castle Ribat	Large Madrasah Islamic School
#ca_keep_2_muslim	Castle Qasbah	Castle Ribat
#ca_keep_3_muslim	Expanded Qasbah	Castle Qasbah
#ca_keep_4_muslim	Large Qasbah	Expanded Qasbah
#ca_keep_5_muslim	Great Qasbah	Large Qasbah
#ca_keep_6_muslim	Epic Qasbah	Great Qasbah
#ct_marketplace_1_muslim	Town Bazaar	Epic Qasbah
#ct_marketplace_2_muslim	City Bazaar	Town Bazaar
ct_marketplace_3_muslim	Souq Market District	City Bazaar
ct_marketplace_4_muslim	Medina Quarter	Souq Market District
ct_marketplace_5_muslim	Medina Quarter	Medina Quarter
ct_marketplace_6_muslim	Grand Bazaar	Medina Quarter
ct_university_1_muslim	Maktab School	Grand Bazaar
ct_university_2_muslim	Madrasah University	Maktab School
ct_university_3_muslim	Madrasah University	Madrasah University
#ct_university_3_muslim	Large Madrasah University	Madrasah University
opinion_good_work	Good work!	Large Madrasah University
opinion_committed_zina	Committed Zina (sexual intercourse with other man/woman than spouse)	Good work!
ignored_muslim_sins	Averted my eyes from the sins of others	Committed Zina (sexual intercourse with other man/woman than spouse)
opinion_court_calligrapher	Court Calligrapher	Averted my eyes from the sins of others
opinion_disappointed_calligrapher	Disappointed in Court Calligrapher	Court Calligrapher
opinion_grateful_calligrapher	Grateful for the Court Calligrapher's good work	Disappointed in Court Calligrapher
mod_satisfied_work_calligrapher	Satisfactory Calligraphy Work	Grateful for the Court Calligrapher's good work
mod_bad_work_calligrapher	Bad Calligraphy Work	Satisfactory Calligraphy Work
FURUSIYYATITLE	Furusiyya	Bad Calligraphy Work
furusiyya_invite	Let all who profess martial ability be invited	Furusiyya
FAM_FORMER_HUSBANDS	Former Husbands	Let all who profess martial ability be invited
FAM_SECONDARY_WIVES	Secondary Wives	Former Husbands
FAM_FORMER_WIVES	Former Wives	Secondary Wives
CHURCH_NAME	The $RELIGION$ Faith	Former Wives
diligent_poet	Diligent Poet	The $RELIGION$ Faith
diligent_musician	Diligent Musician	Diligent Poet
diligent_architect	Diligent Chief Architect	Diligent Musician
RAMADANTITLE	Ramadan	Diligent Chief Architect
observed_ramadan	Observed Ramadan	Ramadan
