#CODE	ENGLISH	ENGLISH
EVTTOOLTIP64052	Has the teenage infatuation turned into affection between [This.GetTitledFirstName] and [Root.GetTitledFirstName]?	I won't break it up!
EVTDESC64051	The teenage infatuation I felt for [From.GetTitledFirstName] has turned into something more, maybe love, and I know [From.GetTitledFirstName] feels the same way as I do.	Anything for the sake of domestic peace!
EVTOPTA64051	So this is love...?	I don't know what has happened lately, no matter what my lover does I feel irritated and have actually started to avoid [Root.GetHerHimOpp]. Our relationship brings me only irritation, it is as if we have grown apart...
EVTDESC64052	[From.GetTitledFirstName] and I used to have a... teenage crush on each other and I met [From.GetHerHim] today and the old feelings welled up. Before I could say something embarrassing, [From.GetTitledFirstName] laughed away our teenage infatuation and told me that [From.GetSheHe] is still fond of me.	I don't love [Root.GetHerHimOpp] anymore
EVTOPTA64052	Yes, it was only a teenage infatuation...	[From.GetTitledFirstName] has avoided me for some time, and the rare occasions when we meet have turned from the love-filled evenings I remember to hours of arguing and disagreement. It did not come as a shock when [From.GetTitledFirstName] told me [From.GetSheHe] wanted to end our relationship but it hurt more than I thought it would.
EVTOPTB64052	But I loved you...	In the end we parted as friends...
IMAM	Imam	Since we were small, we had always felt there was something between us, something that made certain situations more awkward than they should have been. Our teenage infatuation has deepened and grown into something more, something that is hard to explain...
IMAM_FOA	Your Highness	Our infatuation has turned into love
LOADING_TIP_22	Children are born with a fraction of their parents' dynasties' total Prestige.	Does [This.GetTitledFirstName] feel the same as I do?
LOADING_TIP_23	Agnatic Succession means only males can inherit.	This was just something for us growing up
LOADING_TIP_24	Agnatic-Cognatic (a.k.a. Male Preference) Succession means females can inherit only if there are no valid males.	Has the teenage infatuation turned into affection between [This.GetTitledFirstName] and [Root.GetTitledFirstName]?
LOADING_TIP_25	Under Seniority Succession, the oldest member of the dynasty inherits.	The teenage infatuation I felt for [From.GetTitledFirstName] has turned into something more, maybe love, and I know [From.GetTitledFirstName] feels the same way as I do.
LOADING_TIP_26	Under Primogeniture Succession, the oldest legitimate child inherits.	So this is love...?
LOADING_TIP_27	Under Gavelkind Succession, the inheritance is divided among the children.	[From.GetTitledFirstName] and I used to have a... teenage crush on each other and I met [From.GetHerHim] today and the old feelings welled up. Before I could say something embarrassing, [From.GetTitledFirstName] laughed away our teenage infatuation and told me that [From.GetSheHe] is still fond of me.
REVOKE_TITLE_INTERACTION_LETTER	We have decided to immediately revoke your title as [ThirdPartyTitle.GetFullName]. Failure to hand it over peacefully will lead to war.	Yes, it was only a teenage infatuation...
EVTDESC20111	My liege, I have tried to make [From.GetBestName] realize what a benevolent and peaceful ruler you really are, but sinister forces at [From.GetHerHis] court have been hard at work to discredit my every move and distort my every word. I am afraid that in the end the visit seems to have done more harm than good.\n\nYour humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName]	But I loved you...
CHAR_OPINION_OF_CHAR	§Y$CHAR1$'s§! opinion of §Y$CHAR2$§!	Imam
CHAR_IMPRISONED_SETUP	Character Imprisoned	Your Highness
CHAR_IMPRISONED_LOG	§Y$VICTIM$§! has been imprisoned by §Y$ACTOR$§!	Children are born with a fraction of their parents' dynasties' total Prestige.
CHAR_RELEASED_SETUP	Character Released from Prison	Agnatic Succession means only males can inherit.
CHAR_RELEASED_LOG	§Y$VICTIM$§! has been released from §Y$ACTOR$'s§! dungeon	Agnatic-Cognatic (a.k.a. Male Preference) Succession means females can inherit only if there are no valid males.
CHAR_BANISHED_SETUP	Character Banished	Under Seniority Succession, the oldest member of the dynasty inherits.
CHAR_BANISHED_LOG	§Y$VICTIM$§! has been banished from §Y$ACTOR$'s§! lands	Under Primogeniture Succession, the oldest legitimate child inherits.
ASSIGNED_JOB_ACTION_SETUP	Character Assigned a Job Action	Under Gavelkind Succession, the inheritance is divided among the children.
ASSIGNED_JOB_ACTION_LOG	§Y$CHAR$§! has been sent to §Y$JOB$§! in §Y$COUNTY$§!	We have decided to immediately revoke your title as [ThirdPartyTitle.GetFullName]. Failure to hand it over peacefully will lead to war.
ATTRITION_WEIGHT	Total troops in County: §Y$VALUE$§!	My liege, I have tried to make [From.GetBestName] realize what a benevolent and peaceful ruler you really are, but sinister forces at [From.GetHerHis] court have been hard at work to discredit my every move and distort my every word. I am afraid that in the end the visit seems to have done more harm than good.\n\nYour humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName]
#TITLE_ONLY_FEUDAL_CREATE_KING	Republics and theocracies cannot create kingdoms!	§Y$CHAR1$'s§! opinion of §Y$CHAR2$§!
#TODO: THESE EVENTS MUST HAVE DESC!		Character Imprisoned
opinion_beheaded_dynasty_member	Beheaded a member of my dynasty!	§Y$VICTIM$§! has been imprisoned by §Y$ACTOR$§!
love_poem	Love Poem	Character Released from Prison
beautiful_flower	Beautiful Flower	§Y$VICTIM$§! has been released from §Y$ACTOR$'s§! dungeon
precious_item	Precious Item	Character Banished
EVTDESC64055	My child shows every sign of being infatuated with a courtier and follows the person in question everywhere.	§Y$VICTIM$§! has been banished from §Y$ACTOR$'s§! lands
EVTOPTA64055	Aw, how sweet...	Character Assigned a Job Action
EVTOPTB64055	Maybe it will pass	§Y$CHAR$§! has been sent to §Y$JOB$§! in §Y$COUNTY$§!
EVTOPTC64055	Separate them	Total troops in province: §Y$VALUE$§!
EVTDESC64060	My love is married to another [Root.GetManWoman] and it pains my soul I will never be able to marry [Root.GetHerHimOpp] myself. Oh, how cruel love can be!	Republics and theocracies cannot create kingdoms!
EVTOPTA64060	I will write a poem of my pain	
EVTOPTB64060	Wine will cure my pains	Beheaded a member of my dynasty!
EVTOPTC64060	I shall seek help from prayer	Love Poem
EVTOPTD64060	[Root.GetSheHeCapOpp]'s married, I should forget [Root.GetHerHimOpp]	Beautiful Flower
EVTDESC38286	I drink to forget and remember my trouble no more. I have gained the Drunkard trait.	Precious Item
EVTDESC64065	The unsatisfying relationship with a married [Root.GetManWomanOpp] is really becoming irksome. I wish I could love [Root.GetHerHimOpp] openly, without fearing everyone's scorn...	My child shows every sign of being infatuated with a courtier and follows the person in question everywhere.
EVTOPTA64065	And thus it ends...	Aw, how sweet...
EVTOPTB64065	Maybe it can still work...	Maybe it will pass
EVTOPTC64065	No, I will make it work!	Separate them
EVTDESC64070	Seeing another [Root.GetManWomanOpp] behind my spouse's back is becoming quite troublesome for me, the lies tear at my soul and my longing to be with my lover is almost too much.	My love is married to another [Root.GetManWoman] and it pains my soul I will never be able to marry [Root.GetHerHimOpp] myself. Oh, how cruel love can be!
EVTOPTA64070	It's time to end such affairs and settle down	I will write a poem of my pain
EVTOPTB64070	It will work out if I give it a bit more effort	Wine will cure my pains
EVTOPTC64070	I don't care for my spouse	I shall seek help from prayer
EVTDESC64075	I am planning a special occasion with my lover, but my wife is quite insistent on alternate plans. Who is more important to me, my lover or my wife?	[Root.GetSheHeCapOpp]'s married, I should forget [Root.GetHerHimOpp]
EVTOPTA64075	Ignore my wife, and go visit my lover	I drink to forget and remember my trouble no more. I have gained the Drunkard trait.
EVTOPTB64075	Arrange a ball and invite my lover	The unsatisfying relationship with a married [Root.GetManWomanOpp] is really becoming irksome. I wish I could love [Root.GetHerHimOpp] openly, without fearing everyone's scorn...
EVTTOOLTIP64076	Your wife [This.GetFirstName] meets your lover at the ball and learns about your adulterous relationship	And thus it ends...
EVTOPTC64075	Spend time with my wife instead	Maybe it can still work...
EVTTOOLTIP64045	You have lost that loving feeling for your lover	No, I will make it work!
EVTDESC64076	I was glad [From.GetFirstName] wanted to arrange a ball and I invited all my friends for a night I would never forget. The ball was wonderful, until I met my husband [From.GetFirstName]'s lover.	Seeing another [Root.GetManWomanOpp] behind my spouse's back is becoming quite troublesome for me, the lies tear at my soul and my longing to be with my lover is almost too much.
EVTOPTA64076	How could [From.GetSheHe] do that to me?	It's time to end such affairs and settle down
EVTTOOLTIP64077	[Root.GetTitledFirstName] hates [This.GetTitledFirstName] for inviting [This.GetHerHis] lover to the ball	It will work out if I give it a bit more effort
EVTDESC64077	My wife [From.GetTitledFirstName] came up to me, slapped me and left the ball. My lover came running after her and gave me a look that meant trouble ahead. My wife [From.GetFirstName] and my lover had met and my wife had learnt about our adulterous relationship.	I don't care for my spouse
EVTOPTA64077	And now she hates me	I am planning a special occasion with my lover, but my wife is quite insistent on alternate plans. Who is more important to me, my lover or my wife?
EVTDESC64080	My wife has retired to the convent for a short while, to gather her thoughts and find some peace, maybe even God.	Ignore my wife, and go visit my lover
EVTOPTA64080	Perfect occasion to spend time with my lover!	Arrange a ball and invite my lover
EVTOPTB64080	Be discreet about spending time with my lover	Your wife [This.GetFirstName] meets your lover at the ball and learns about your adulterous relationship
EVTOPTC64080	Only see my lover on friendship terms	Spend time with my wife instead
EVTOPTD64080	Spend the time working instead	You have lost that loving feeling for your lover
EVTDESC64085	I love [Root.GetHerHimOpp] and [Root.GetSheHeOpp] loves me, we are both adults and nothing or nobody will stop us getting married!	I was glad [From.GetFirstName] wanted to arrange a ball and I invited all my friends for a night I would never forget. The ball was wonderful, until I met my husband [From.GetFirstName]'s lover.
EVTOPTA64085	We elope to get married	How could [From.GetSheHe] do that to me?
EVTTOOLTIP64086	Our eloping caught the attention of [This.GetTitledFirstName]	[Root.GetTitledFirstName] hates [This.GetTitledFirstName] for who [This.GetSheHe] invited to the ball
EVTDESC64086	Two people eloped, got married without anyone's consent except their own and it falls to me as their liege to either accept the marriage or do something about it.	My wife [From.GetTitledFirstName] came up to me, slapped me and left the ball. My lover came running after her and gave me a look that meant trouble ahead. My wife [From.GetFirstName] and my lover had met and my wife had learnt about our adulterous relationship.
EVTOPTA64086	Order them seized	And now she hates me
EVTTOOLTIP64087	The elopers are caught and imprisoned	My wife has retired to the convent for a short while, to gather her thoughts and find some peace, maybe even God.
EVTTOOLTIP64088	The elopers are caught and banished	Perfect occasion to spend time with my lover!
EVTOPTB64086	Accept their marriage	Be discreet about spending time with my lover
EVTDESC64087	[From.GetTitledFirstName] could not accept our marriage and now my [Root.Spouse.GetFirstName] and I finds ourselves in the prison of [From.GetTitledFirstName].	Only see my lover on friendship terms
EVTOPTA64087	Curse you, [From.GetTitledFirstName]!	Spend the time working instead
EVTDESC64088	I almost regret eloping with [Root.Spouse.GetTitledFirstName] as it caused us to be banished by [From.GetTitledFirstName]. But they say love conquers all and at least I have my [Root.Spouse.GetFirstName] with me in my misery.	I love [Root.GetHerHimOpp] and [Root.GetSheHeOpp] loves me, we are both adults and nothing or nobody will stop us getting married!
EVTOPTA64088	Banishing us for getting married? That's low even for you!	We elope to get married
EVTDESC64090	We both want children, [Root.Spouse.GetFirstName] and I, but we haven't been blessed with any yet. What do we do wrong?	Our eloping caught the attention of [This.GetTitledFirstName]
EVTOPTA64090	Ask for [Root.Religion.GetRandomGodName]'s help with our childless marriage	Two people eloped, got married without anyone's consent except their own and it falls to me as their liege to either accept the marriage or do something about it.
EVTOPTB64090	Meet with [Root.Spouse.GetTitledFirstName] every night	Order them seized
EVTDESC64100	I had a fiery row with my wife [Root.Spouse.GetFirstName], worse than any we ever had before. My lover is eager to comfort me and I could really use some comfort right now.	The elopers are caught and imprisoned
EVTOPTA64100	Retire to the country manor with my lover for a while	The elopers are caught and banished
EVTOPTB64100	I can have my lover in my castle	Accept their marriage
EVTTOOLTIP64102	Your adulterous affair is discovered by your wife [This.GetTitledFirstName]	[From.GetTitledFirstName] could not accept our marriage and now my [Root.Spouse.GetFirstName] and I finds ourselves in the prison of [From.GetTitledFirstName].
EVTOPTC64100	I am strong, I don't need comfort!	Curse you, [From.GetTitledFirstName]!
EVTDESC64101	The 'comfort' my lover offered me has resulted in her being pregnant!	I almost regret eloping with [Root.Spouse.GetTitledFirstName] as it caused us to be banished by [From.GetTitledFirstName]. But they say love conquers all and at least I have my [Root.Spouse.GetFirstName] with me in my misery.
EVTOPTA64101	How wonderful!	Banishing us for getting married? That's low even for you!
EVTDESC64102	Still fuming with anger after the fiery row with [From.GetTitledFirstName], I saw [From.GetHerHim] kiss another woman in the garden and then take her by the hand, leading her somewhere more private I am sure.	We both want children, [Root.Spouse.GetFirstName] and I, but we haven't been blessed with any yet. What do we do wrong?
EVTOPTA64102	I hate him!	Ask for [Root.Religion.GetRandomGodName]'s help with our childless marriage
EVTDESC64105	The constant quarrels with [From.GetTitledFirstName] and [From.GetHerHis] adulterous affairs has brought me to a boiling point. If I ever loved [From.GetHerHim], that love has disappeared with this latest betrayal.	Meet with [Root.Spouse.GetTitledFirstName] every night
EVTOPTA64105	I loathe, no, I hate [From.GetTitledFirstName]	I had a fiery row with my wife [Root.Spouse.GetFirstName], worse than any we ever had before. My lover is eager to comfort me and I could really use some comfort right now.
EVTTOOLTIP64105	has a fallout with [This.GetHerHis] spouse [This.Spouse.GetTitledFirstName]	Retire to the country manor with my lover for a while
EVTDESC64110	No matter how discreet I have been with my lover, my [Root.Spouse.GetFirstName] still manages to grow suspicious of my behavior. I think I might have tried too hard to be inconspicuous...	I can have my lover in my castle
EVTOPTA64110	Tell [Root.Spouse.GetHerHim] it's none of [Root.Spouse.GetHerHis] business	Your adulterous affair is discovered by your wife [This.GetTitledFirstName]
EVTOPTB64110	Tell [Root.Spouse.GetHerHim] you do important things	I am strong, I don't need comfort!
EVTOPTC64110	Make empty promises to [Root.Spouse.GetHerHim] about spending more time	The 'comfort' my lover offered me has resulted in her being pregnant!
EVTOPTD64110	Spend more time at home as [Root.Spouse.GetSheHe] wishes	How wonderful!
EVTDESC64115	My lover accused me of loving my spouse [Root.Spouse.GetTitledFirstName] more than [Root.GetHerHimOpp].	Still fuming with anger after the fiery row with [From.GetTitledFirstName], I saw [From.GetHerHim] kiss another woman in the garden and then take her by the hand, leading her somewhere more private I am sure.
EVTOPTA64115	Buy [Root.GetHerHimOpp] an expensive gift to prove my love	I hate him!
EVTOPTB64115	Take [Root.GetHerHimOpp] to my country manor for some quality time	The constant quarrels with [From.GetTitledFirstName] and [From.GetHerHis] adulterous affairs has brought me to a boiling point. If I ever loved [From.GetHerHim], that love has disappeared with this latest betrayal.
EVTOPTC64115	Assure [Root.GetHerHimOpp] of [Root.GetHerHisOpp] importance by words only	I loathe, no, I hate [From.GetTitledFirstName]
EVTOPTD64115	Tell [Root.GetHerHimOpp] that [Root.GetSheHeOpp] is absolutely correct	has a fallout with [This.GetHerHis] spouse [This.Spouse.GetTitledFirstName]
EVTDESC64120	I heard the news from my lover first, then the whole court was buzzing with the news. My spouse [Root.Spouse.GetTitledFirstName] had made my adulterous affair public!	No matter how discreet I have been with my lover, my [Root.Spouse.GetFirstName] still manages to grow suspicious of my behavior. I think I might have tried too hard to be inconspicuous...
EVTOPTA64120	Disown the affair	Tell [Root.Spouse.GetHerHim] it's none of [Root.Spouse.GetHerHis] business
EVTOPTB64120	Disregard [Root.Spouse.GetHerHis] talks	Tell [Root.Spouse.GetHerHim] you do important things
EVTDESC64125	My spouse [Root.Spouse.GetTitledFirstName] has humiliated me publicly! [Root.Spouse.GetSheHeCap] kissed [Root.Spouse.GetHerHis] lover in public and now everyone knows about their adulterous affair!	Make empty promises to [Root.Spouse.GetHerHim] about spending more time
EVTOPTA64125	Bear it stoically	Spend more time at home as [Root.Spouse.GetSheHe] wishes
EVTOPTB64125	Arrest [Root.Spouse.GetHerHis] lover	My lover accused me of loving my spouse [Root.Spouse.GetTitledFirstName] more than [Root.GetHerHimOpp].
EVTOPTC64125	Arrest [Root.Spouse.GetHerHim]	Buy [Root.GetHerHimOpp] an expensive gift to prove my love
EVTOPTD64125	Arrest both of them	Take [Root.GetHerHimOpp] to my country manor for some quality time
EVTDESC64126	I was arrested and imprisoned by [From.GetTitledFirstName] when [From.GetSheHe] saw me kiss [From.Spouse.GetTitledFirstName] in public, revealing to everyone our adulterous affair.	Assure [Root.GetHerHimOpp] of [Root.GetHerHisOpp] importance by words only
EVTOPTA64126	That was a bit careless...	Tell [Root.GetHerHimOpp] that [Root.GetSheHeOpp] is absolutely correct
EVTDESC64127	I hadn't exactly surmised that my spouse [From.GetTitledFirstName] would have me arrested and imprisoned for kissing my lover and making our affair public.	I heard the news from my lover first, then the whole court was buzzing with the news. My spouse [Root.Spouse.GetTitledFirstName] had made my adulterous affair public!
EVTOPTA64127	I should've been more discreet with the affair	Disown the affair
EVTDESC64130	I am married to a [Root.Spouse.GetManWoman] I love and it is such a blissful state! I wish everyone could experience love such as ours!	Disregard [Root.Spouse.GetHerHis] talks
EVTOPTA64130	It's such a stress-relief	My spouse [Root.Spouse.GetTitledFirstName] has humiliated me publicly! [Root.Spouse.GetSheHeCap] kissed [Root.Spouse.GetHerHis] lover in public and now everyone knows about their adulterous affair!
EVTOPTB64130	It makes you feel so healthy	Bear it stoically
EVTDESC64135	I want to give a special surprise to my loved one, what shall it be? A poem, telling of my deep love for [Root.GetHerHimOpp], finding the most beautiful flower in the forest to prove my love or maybe find a small trinket in the market for [Root.GetHerHimOpp] to treasure for ever?	Arrest [Root.Spouse.GetHerHis] lover
EVTOPTA64135	I shall craft a love poem	Arrest [Root.Spouse.GetHerHim]
EVTOPTB64135	I shall find the most beautiful flower in the forest	Arrest both of them
EVTOPTC64135	I shall buy something nice in the market	I was arrested and imprisoned by [From.GetTitledFirstName] when [From.GetSheHe] saw me kiss [From.Spouse.GetTitledFirstName] in public, revealing to everyone our adulterous affair.
EVTDESC64140	This war is a necessary one, but the heart is aching worse than any wounds the war might inflict upon me, simply by being separated from my love. The camp has no lack in women willing to embrace those men who seek them out, and they might be able ease my pain, although for just a short while...	That was a bit careless...
EVTOPTA64140	This war will deepen my love	I hadn't exactly surmised that my spouse [From.GetTitledFirstName] would have me arrested and imprisoned for kissing my lover and making our affair public.
EVTOPTB64140	I will resist Satan's temptations	I should've been more discreet with the affair
EVTOPTC64140	Visiting some camp-followers should ease my pain	I am married to a [Root.Spouse.GetManWoman] I love and it is such a blissful state! I wish everyone could experience love such as ours!
EVTTOOLTIP72052	You refusing more wine insults [This.GetTitledFirstName]	It's such a stress-relief
EVTDESC72052	Everyone drank and were happy, except [From.GetTitledFirstName] who refused more wine! This insulting gesture means that [From.GetSheHe] does not appreciate my hospitality!	It makes you feel so healthy
EVTOPTA72052	How dare [From.GetTitledFirstName] insult me!	I want to give a special surprise to my loved one, what shall it be? A poem, telling of my deep love for [Root.GetHerHimOpp], finding the most beautiful flower in the forest to prove my love or maybe find a small trinket in the market for [Root.GetHerHimOpp] to treasure for ever?
#EVTDESC72036	The duel was over when I reached them, [From.GetTitledFirstName]'s opponent lay wounded at his feet.	I shall craft a love poem
EVTOPTA72036	What on Earth have you done!	I shall find the most beautiful flower in the forest
EVTOPTB72036	Excellent work!	I shall buy something nice in the market
EVTOPTC72036	Leave, now!	This war is a necessary one, but the heart is aching worse than any wounds the war might inflict upon me, simply by being separated from my love. The camp has no lack in women willing to embrace those men who seek them out, and they might be able ease my pain, although for just a short while...
EVTTOOLTIP72036	[This.GetTitledFirstName] is notified about wounded opponent	This war will deepen my love
#EVTDESC72037	[From.GetTitledFirstName]'s maimed opponent tried to stand up when I reached them, but collapsed once again at [From.GetTitledFirstName]'s feet.	I will resist Satan's temptations
#EVTOPTA72037	Don't just stand there, help him!	Visiting some camp-followers should ease my pain
#EVTOPTB72037	Your opponent surely deserved it	You refusing more wine insults [This.GetTitledFirstName]
EVTOPTC72037	Leave my feast, now!	Everyone drank and were happy, except [From.GetTitledFirstName] who refused more wine! This insulting gesture means that [From.GetSheHe] does not appreciate my hospitality!
EVTTOOLTIP72037	[This.GetTitledFirstName] is notified about maimed opponent	How dare [From.GetTitledFirstName] insult me!
EVTOPTA24505	Someone suspects I did not die naturally!	The duel was over when I reached them, [From.GetTitledFirstName]'s opponent lay wounded at his feet.
EVTTOOLTIP24506	reacts to the strange circumstances of [Root.GetTitledFirstName]'s death	What on Earth have you done!
#tp_wall_q_1	Church Moat	Excellent work!
AT_WAR_WITH	At war with: 	Leave, now!
ISNT_PRIMARY_HOLDER_TITLE_TIER	Is not same tier as primary title.	[This.GetTitledFirstName] is notified about wounded opponent
IS_PRIMARY_HOLDER_TITLE_TIER	Is same tier as primary title.	[From.GetTitledFirstName]'s maimed opponent tried to stand up when I reached them, but collapsed once again at [From.GetTitledFirstName]'s feet.
INTERACTION_REQUIRES_TPC_IS_ADULT	§Y[ThirdPartyCharacter.GetTitledFirstName]§! must be an adult	Don't just stand there, help him!
EVTOPTA20370	Then use it as you see fit	Your opponent surely deserved it
EVTOPTB20370	It is just a rumor, let it be	Leave my feast, now!
EVTDESC70028	I was at the tournament and although I did not have an opportunity to distinguish myself in the melee, I was sitting around and listening to two knights plot together to advantage themselves in the next bought. I offered some advice, how was I supposed to know?	[This.GetTitledFirstName] is notified about maimed opponent
EVTOPTA70028	Oops	Someone suspects I did not die naturally!
EVTDESC70001	It is time to let the tournament begin and for the next 2 months let all show their martial brilliance.	reacts to the strange circumstances of [Root.GetTitledFirstName]'s death
EVTDESC76000	Being male, unmarried and almost handsome in a court filled with young women who all seek your attention is not half bad. A particularly young wench, almost irresistible, desires the pleasure of my company...	Church Moat
EVTOPTA76000	Surely one night's passion won't tarnish my soul?	At war with: 
EVTOPTB76000	I won't soil my soul with a night of passion!	Is not same tier as primary title.
EVTDESC38287	My actions has killed a close relative of mine! I have gained the Kinslayer trait.	Is same tier as primary title.
EVTDESC76005	My unwed daughter has been... indiscreet. She has been hiding her pregnancy from me and now presents me with her child.	[ThirdPartyCharacter.GetBestName] must be an adult
EVTOPTA76005	Pay heavily to deal with it quietly	Then use it as you see fit
EVTTOOLTIP76006	Spymaster [Root.job_spymaster.GetTitledFirstName] advises you on how to deal with your daughter's bastard child	It is just a rumor, let it be
EVTOPTB76005	The child is of my blood and I will take care of both of them	I was at the tournament and although I did not have an opportunity to distinguish myself in the melee, I was sitting around and listening to two knights plot together to advantage themselves in the next bought. I offered some advice, how was I supposed to know?
EVTOPTC76005	Punish her harshly and give away the child!	Oops
EVTDESC76006	There are several ways to deal with this unfortunate situation,' Spymaster [Root.job_spymaster.GetTitledFirstName] told me when I asked [Root.job_spymaster.GetHerHim] for advice on how to deal with my daughter's bastard child...	It is time to let the tournament begin and for the next 2 months let all show their martial brilliance.
EVTOPTA76006	Keep her hidden, then dispose of the child'	Being male, unmarried and almost handsome in a court filled with young women who all seek your attention is not half bad. A particularly young wench, almost irresistible, desires the pleasure of my company...
EVTOPTB76006	Slay the father and take the child away'	Surely one night's passion won't tarnish my soul?
EVTOPTC76006	I don't want to know, just deal with it...	I won't soil my soul with a night of passion!
EVTTOOLTIP76007	Spymaster [This.GetTitledFirstName] takes care of the situation with your daughter's bastard child	My actions has killed a close relative of mine! I have gained the Kinslayer trait.
EVTDESC76007	My liege [From.GetTitledFirstName] came to me, dragging [From.GetHerHis] daughter with [From.GetHerHim] with a newborn child in her arms.\n'I trust you to deal with my daughter's bastard child discreetly', [From.GetTitledFirstName] told me coldly and left [From.GetHerHis] daughter and her bastard child with me.	My unwed daughter has been... indiscreet. She has been hiding her pregnancy from me and now presents me with her child.
EVTOPTA76007	This is just part of my job	Pay heavily to deal with it quietly
EVTTOOLTIP76008	[Root.GetTitledFirstName] failed to cover up [This.GetTitledFirstName]'s daughter's unwanted pregnancy.	Spymaster [Root.job_spymaster.GetTitledFirstName] advises you on how to deal with your daughter's bastard child
EVTOPTB76007	What an interesting opportunity...	The child is of my blood and I will take care of both of them
opinion_saved_me_and_child	Saved me and my child	Punish her harshly and give away the child!
EVTTOOLTIP76009	[Root.GetTitledFirstName] saved [This.GetTitledFirstName]'s daughter and her bastard child	There are several ways to deal with this unfortunate situation,' Spymaster [Root.job_spymaster.GetTitledFirstName] told me when I asked [Root.job_spymaster.GetHerHim] for advice on how to deal with my daughter's bastard child...
EVTDESC76008	I trusted Spymaster [From.GetTitledFirstName] to deal with my daughter and her bastard child in a discreet manner but [From.GetSheHe] failed miserably!	Keep her hidden, then dispose of the child'
EVTOPTA76008	Accuse Spymaster [From.GetTitledFirstName] of treason and imprison [From.GetHerHim]	Slay the father and take the child away'
EVTOPTB76008	I confess my part of this blunder	I don't want to know, just deal with it...
EVTOPTC76008	I pardon everyone	Spymaster [This.GetTitledFirstName] takes care of the situation with your daughter's bastard child
EVTDESC76009	Despite my clear instructions on how to deal with my daughter and her bastard child, Spymaster [From.GetTitledFirstName] let them live!	My liege [From.GetTitledFirstName] came to me, dragging [From.GetHerHis] daughter with [From.GetHerHim] with a newborn child in her arms.\n'I trust you to deal with my daughter's bastard child discreetly', [From.GetTitledFirstName] told me coldly and left [From.GetHerHis] daughter and her bastard child with me.
EVTOPTA76009	As long as I don't get involved, again...	This is just part of my job
EVTDESC76010	'A bastard can cause a lot of trouble', insisted [Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName] and advised me of a possible opportunity to get rid of the bastard in the court.	[Root.GetTitledFirstName] failed to cover up [This.GetTitledFirstName]'s daughter's unwanted pregnancy.
EVTOPTA76010	Go ahead, see if your plan works	What an interesting opportunity...
EVTOPTB76010	I doubt the bastard child will cause any trouble	Saved me and my child
EVTDESC76015	A bastard son of mine petitioned me to recognize him as a legitimate heir.	[Root.GetTitledFirstName] saved [This.GetTitledFirstName]'s daughter and her bastard child
EVTOPTA76015	Not a chance	I trusted Spymaster [From.GetTitledFirstName] to deal with my daughter and her bastard child in a discreet manner but [From.GetSheHe] failed miserably!
EVTOPTB76015	I'm not sure you're worthy	Accuse Spymaster [From.GetTitledFirstName] of treason and imprison [From.GetHerHim]
EVTOPTC76015	I welcome you with open arms!	I confess my part of this blunder
EVTDESC76020	Am I not all that any child could be? I should ask my father to be included in the succession!	I pardon everyone
EVTOPTA76020	I'll ask him right now	Despite my clear instructions on how to deal with my daughter and her bastard child, Spymaster [From.GetTitledFirstName] let them live!
EVTTOOLTIP76021	[Root.GetTitledFirstName] asks [Root.GetHerHis] father [This.GetTitledFirstName] to legitimise [Root.GetHerHim]	As long as I don't get involved, again...
EVTOPTB76020	Why bother?	'A bastard can cause a lot of trouble', insisted [Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName] and advised me of a possible opportunity to get rid of the bastard in the court.
EVTDESC76021	My illegitimate [GetFromRelation] [From.GetTitledFirstName] asked me to acknowledge [From.GetHerHim] as my [GetFromRelation] and thus include [From.GetHerHim] in the succession.	Go ahead, see if your plan works
EVTOPTA76021	Unthinkable!	I doubt the bastard child will cause any trouble
EVTOPTB76021	I agree. You are a worthy heir	A bastard son of mine petitioned me to recognize him as a legitimate heir.
EVTDESC76022	I waited silently and patiently for my father [From.GetTitledFirstName] to answer my request to acknowledge me and include me in the succession. Finally, [From.GetTitledFirstName] answered...	Not a chance
EVTOPTA76022	...that it was unthinkable!	I'm not sure you're worthy
EVTOPTB76022	...that [From.GetSheHe] agreed and would legitimise me as [From.GetHerHis] child	I welcome you with open arms!
opinion_crestfallen	Crestfallen	Am I not all that any child could be? I should ask my father to be included in the succession!
#EVTDESC5042	We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slew one great boar before he killed my horse and myself.	I'll ask him right now
obj_become_exalted_desc	[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.	[Root.GetTitledFirstName] asks [Root.GetHerHis] father [This.GetTitledFirstName] to legitimise [Root.GetHerHim]
EVTDESC76025	Raising a child on your own is hard, but raising a bastard child is even harder. We are an embarrassment to our family and very few of them are willing to help us.	Why bother?
EVTOPTA76025	My father might be able to help us	My illegitimate [GetFromRelation] [From.GetTitledFirstName] asked me to acknowledge [From.GetHerHim] as my [GetFromRelation] and thus include [From.GetHerHim] in the succession.
EVTTOOLTIP76026	[Root.GetTitledFirstName]'s asks her father [This.GetTitledFirstName] to help her	Unthinkable!
EVTOPTB76025	I keep quiet and toil hard	I agree. You are a worthy heir
